YEAR,MO,DY,HR,WS50M,recalculated wind speeds for 140m,cut in/out wind speeds applied
2020,9,24,1,8.62,9.334069112,9.334069112
2020,9,24,2,9.07,9.821346502,9.821346502
2020,9,24,3,9.47,10.25448196,10.25448196
2020,9,24,4,10.64,11.52140317,11.52140317
2020,9,24,5,12.13,13.13483275,13.13483275
2020,9,24,6,13.54,14.66163524,14.66163524
2020,9,24,7,13.36,14.46672429,14.46672429
2020,9,24,8,12.84,13.90364819,13.90364819
2020,9,24,9,11.55,12.50678634,12.50678634
2020,9,24,10,10.84,11.7379709,11.7379709
2020,9,24,11,11.12,12.04116572,12.04116572
2020,9,24,12,11.49,12.44181602,12.44181602
2020,9,24,13,11.42,12.36601732,12.36601732
2020,9,24,14,10.68,11.56471672,11.56471672
2020,9,24,15,8.96,9.702234251,9.702234251
2020,9,24,16,6.93,7.504071804,7.504071804
2020,9,24,17,6.3,6.821883458,6.821883458
2020,9,24,18,7.12,7.709811146,7.709811146
2020,9,24,19,8.12,8.79264979,8.79264979
2020,9,24,20,7.42,8.034662739,8.034662739
2020,9,24,21,6.08,6.583658956,6.583658956
2020,9,24,22,4.19,4.537093919,4.537093919
2020,9,24,23,2.08,2.25230438,2.25230438
2020,9,25,0,2.47,2.674611451,2.674611451
2020,9,25,1,5.32,5.760701587,5.760701587
2020,9,25,2,7.39,8.00217758,8.00217758
2020,9,25,3,8.59,9.301583953,9.301583953
2020,9,25,4,9.61,10.40607937,10.40607937
2020,9,25,5,10.66,11.54305995,11.54305995
2020,9,25,6,12.29,13.30808694,13.30808694
2020,9,25,7,13.56,14.68329201,14.68329201
2020,9,25,8,14.43,15.62536163,15.62536163
2020,9,25,9,15.07,16.31837837,16.31837837
2020,9,25,10,16.36,17.71524022,17.71524022
2020,9,25,11,17.05,18.46239888,18.46239888
2020,9,25,12,17.14,18.55985436,18.55985436
2020,9,25,13,16.7,18.08340536,18.08340536
2020,9,25,14,16.12,17.45535894,17.45535894
2020,9,25,15,15.72,17.02222349,17.02222349
2020,9,25,16,15.4,16.67571512,16.67571512
2020,9,25,17,14.97,16.2100945,16.2100945
2020,9,25,18,14.44,15.63619002,15.63619002
2020,9,25,19,14.27,15.45210745,15.45210745
2020,9,25,20,14.05,15.21388295,15.21388295
2020,9,25,21,13.47,14.58583654,14.58583654
2020,9,25,22,12.88,13.94696174,13.94696174
2020,9,25,23,12.17,13.1781463,13.1781463
2020,9,26,0,11.78,12.75583923,12.75583923
2020,9,26,1,11.45,12.39850248,12.39850248
2020,9,26,2,11.4,12.34436054,12.34436054
2020,9,26,3,11.35,12.29021861,12.29021861
2020,9,26,4,10.94,11.84625477,11.84625477
2020,9,26,5,10.97,11.87873993,11.87873993
2020,9,26,6,10.91,11.81376961,11.81376961
2020,9,26,7,11.44,12.38767409,12.38767409
2020,9,26,8,12.72,13.77370755,13.77370755
2020,9,26,9,12.85,13.91447658,13.91447658
2020,9,26,10,12.77,13.82784949,13.82784949
2020,9,26,11,12.72,13.77370755,13.77370755
2020,9,26,12,12.69,13.74122239,13.74122239
2020,9,26,13,12.85,13.91447658,13.91447658
2020,9,26,14,13.35,14.4558959,14.4558959
2020,9,26,15,13.81,14.95400168,14.95400168
2020,9,26,16,13.95,15.10559909,15.10559909
2020,9,26,17,13.91,15.06228554,15.06228554
2020,9,26,18,13.79,14.9323449,14.9323449
2020,9,26,19,13.29,14.39092558,14.39092558
2020,9,26,20,12.67,13.71956562,13.71956562
2020,9,26,21,12.43,13.45968435,13.45968435
2020,9,26,22,12.55,13.58962498,13.58962498
2020,9,26,23,12.81,13.87116303,13.87116303
2020,9,27,0,13.08,14.16352947,14.16352947
2020,9,27,1,13.34,14.44506751,14.44506751
2020,9,27,2,13.45,14.56417976,14.56417976
2020,9,27,3,13.89,15.04062877,15.04062877
2020,9,27,4,14.23,15.40879391,15.40879391
2020,9,27,5,14.63,15.84192936,15.84192936
2020,9,27,6,14.81,16.03684032,16.03684032
2020,9,27,7,15.18,16.43749062,16.43749062
2020,9,27,8,15.19,16.448319,16.448319
2020,9,27,9,14.97,16.2100945,16.2100945
2020,9,27,10,14.47,15.66867518,15.66867518
2020,9,27,11,14.04,15.20305456,15.20305456
2020,9,27,12,13.28,14.38009719,14.38009719
2020,9,27,13,12.51,13.54631144,13.54631144
2020,9,27,14,11.78,12.75583923,12.75583923
2020,9,27,15,11.28,12.21441991,12.21441991
2020,9,27,16,10.69,11.57554511,11.57554511
2020,9,27,17,9.88,10.6984458,10.6984458
2020,9,27,18,9.3,10.07039939,10.07039939
2020,9,27,19,8.99,9.734719411,9.734719411
2020,9,27,20,8.75,9.474838136,9.474838136
2020,9,27,21,8.61,9.323240726,9.323240726
2020,9,27,22,8.41,9.106672997,9.106672997
2020,9,27,23,8.55,9.258270407,9.258270407
2020,9,28,0,7.97,8.630223994,8.630223994
2020,9,28,1,7.64,8.272887241,8.272887241
2020,9,28,2,7.45,8.067147899,8.067147899
2020,9,28,3,7.31,7.915550488,7.915550488
2020,9,28,4,7.21,7.807266624,7.807266624
2020,9,28,5,7.11,7.69898276,7.69898276
2020,9,28,6,6.61,7.157563438,7.157563438
2020,9,28,7,5.91,6.399576387,6.399576387
2020,9,28,8,6.21,6.72442798,6.72442798
2020,9,28,9,6.25,6.767741526,6.767741526
2020,9,28,10,6.09,6.594487343,6.594487343
2020,9,28,11,6.17,6.681114434,6.681114434
2020,9,28,12,6.43,6.962652482,6.962652482
2020,9,28,13,6.53,7.070936346,7.070936346
2020,9,28,14,6.42,6.951824095,6.951824095
2020,9,28,15,6.08,6.583658956,6.583658956
2020,9,28,16,5.13,5.554962244,5.554962244
2020,9,28,17,4.91,5.316737743,5.316737743
2020,9,28,18,5.36,5.804015132,5.804015132
2020,9,28,19,5.79,6.269635749,6.269635749
2020,9,28,20,5.99,6.486203478,6.486203478
2020,9,28,21,5.98,6.475375092,6.475375092
2020,9,28,22,5.76,6.23715059,6.23715059
2020,9,28,23,5.65,6.118038339,6.118038339
2020,9,29,0,5.55,6.009754475,6.009754475
2020,9,29,1,5.51,5.966440929,5.966440929
2020,9,29,2,5.1,5.522477085,5.522477085
2020,9,29,3,4.8,5.197625492,5.197625492
2020,9,29,4,4.66,5.046028082,5.046028082
2020,9,29,5,4.5,4.872773899,4.872773899
2020,9,29,6,4.46,4.829460353,4.829460353
2020,9,29,7,4.24,4.591235851,4.591235851
2020,9,29,8,3.95,4.277212644,4.277212644
2020,9,29,9,4.75,5.14348356,5.14348356
2020,9,29,10,5.19,5.619932563,5.619932563
2020,9,29,11,5.52,5.977269316,5.977269316
2020,9,29,12,5.59,6.053068021,6.053068021
2020,9,29,13,5.42,5.868985451,5.868985451
2020,9,29,14,5.35,5.793186746,5.793186746
2020,9,29,15,5.31,5.7498732,5.7498732
2020,9,29,16,4.89,5.29508097,5.29508097
2020,9,29,17,4.72,5.1109984,5.1109984
2020,9,29,18,4.82,5.219282265,5.219282265
2020,9,29,19,5.31,5.7498732,5.7498732
2020,9,29,20,6.14,6.648629275,6.648629275
2020,9,29,21,6.55,7.092593119,7.092593119
2020,9,29,22,6.54,7.081764733,7.081764733
2020,9,29,23,6.6,7.146735051,7.146735051
2020,9,30,0,6.82,7.384959553,7.384959553
2020,9,30,1,7.02,7.601527282,7.601527282
2020,9,30,2,7.15,7.742296305,7.742296305
2020,9,30,3,7.25,7.85058017,7.85058017
2020,9,30,4,7.67,8.3053724,8.3053724
2020,9,30,5,8.11,8.781821404,8.781821404
2020,9,30,6,8.29,8.97673236,8.97673236
2020,9,30,7,7.91,8.565253675,8.565253675
2020,9,30,8,8.56,9.269098794,9.269098794
2020,9,30,9,10.03,10.8608716,10.8608716
2020,9,30,10,10.71,11.59720188,11.59720188
2020,9,30,11,11.87,12.85329471,12.85329471
2020,9,30,12,13.06,14.14187269,14.14187269
2020,9,30,13,13.35,14.4558959,14.4558959
2020,9,30,14,11.87,12.85329471,12.85329471
2020,9,30,15,11.05,11.96536702,11.96536702
2020,9,30,16,11.3,12.23607668,12.23607668
2020,9,30,17,11.92,12.90743664,12.90743664
2020,9,30,18,12.22,13.23228823,13.23228823
2020,9,30,19,12.49,13.52465467,13.52465467
2020,9,30,20,13.36,14.46672429,14.46672429
2020,9,30,21,13.27,14.36926881,14.36926881
2020,9,30,22,11.58,12.5392715,12.5392715
2020,9,30,23,9.38,10.15702648,10.15702648
2020,10,1,0,7.66,8.294544014,8.294544014
2020,10,1,1,7.93,8.586910448,8.586910448
2020,10,1,2,7.43,8.045491126,8.045491126
2020,10,1,3,6.58,7.125078278,7.125078278
2020,10,1,4,6.55,7.092593119,7.092593119
2020,10,1,5,6.76,7.319989234,7.319989234
2020,10,1,6,6.85,7.417444712,7.417444712
2020,10,1,7,6.51,7.049279573,7.049279573
2020,10,1,8,6.32,6.843540231,6.843540231
2020,10,1,9,6.38,6.908510549,6.908510549
2020,10,1,10,6.8,7.36330278,7.36330278
2020,10,1,11,6.97,7.547385349,7.547385349
2020,10,1,12,7.15,7.742296305,7.742296305
2020,10,1,13,7.63,8.262058855,8.262058855
2020,10,1,14,7.94,8.597738834,8.597738834
2020,10,1,15,7.66,8.294544014,8.294544014
2020,10,1,16,7.01,7.590698895,7.590698895
2020,10,1,17,6.76,7.319989234,7.319989234
2020,10,1,18,6.85,7.417444712,7.417444712
2020,10,1,19,7.24,7.839751783,7.839751783
2020,10,1,20,7.83,8.478626583,8.478626583
2020,10,1,21,8.31,8.998389133,8.998389133
2020,10,1,22,8.99,9.734719411,9.734719411
2020,10,1,23,9.84,10.65513226,10.65513226
2020,10,2,0,10.16,11.00164062,11.00164062
2020,10,2,1,10.66,11.54305995,11.54305995
2020,10,2,2,11.65,12.6150702,12.6150702
2020,10,2,3,12.59,13.63293853,13.63293853
2020,10,2,4,13.34,14.44506751,14.44506751
2020,10,2,5,14.47,15.66867518,15.66867518
2020,10,2,6,15.67,16.96808155,16.96808155
2020,10,2,7,16.86,18.25665954,18.25665954
2020,10,2,8,16.97,18.37577179,18.37577179
2020,10,2,9,15.86,17.1738209,17.1738209
2020,10,2,10,14.22,15.39796552,15.39796552
2020,10,2,11,11.83,12.80998116,12.80998116
2020,10,2,12,9.39,10.16785487,10.16785487
2020,10,2,13,7.58,8.207916922,8.207916922
2020,10,2,14,5.8,6.280464136,6.280464136
2020,10,2,15,4.3,4.65620617,4.65620617
2020,10,2,16,4.12,4.461295214,4.461295214
2020,10,2,17,4.9,5.305909356,5.305909356
2020,10,2,18,6.09,6.594487343,6.594487343
2020,10,2,19,6.31,6.832711844,6.832711844
2020,10,2,20,6.09,6.594487343,6.594487343
2020,10,2,21,6.15,6.659457661,6.659457661
2020,10,2,22,6.21,6.72442798,6.72442798
2020,10,2,23,6.64,7.190048597,7.190048597
2020,10,3,0,6.98,7.558213736,7.558213736
2020,10,3,1,6.81,7.374131166,7.374131166
2020,10,3,2,6.68,7.233362143,7.233362143
2020,10,3,3,5.9,6.388748,6.388748
2020,10,3,4,4.68,5.067684854,5.067684854
2020,10,3,5,3.4,3.68165139,3.68165139
2020,10,3,6,3.28,3.551710753,3.551710753
2020,10,3,7,3.14,3.400113343,3.400113343
2020,10,3,8,3.7,4.006502983,4.006502983
2020,10,3,9,4.7,5.089341627,5.089341627
2020,10,3,10,5.55,6.009754475,6.009754475
2020,10,3,11,6.43,6.962652482,6.962652482
2020,10,3,12,6.78,7.341646007,7.341646007
2020,10,3,13,6.82,7.384959553,7.384959553
2020,10,3,14,6.78,7.341646007,7.341646007
2020,10,3,15,6.74,7.298332461,7.298332461
2020,10,3,16,6.99,7.569042122,7.569042122
2020,10,3,17,7.47,8.088804672,8.088804672
2020,10,3,18,8.27,8.955075587,8.955075587
2020,10,3,19,8.66,9.377382658,9.377382658
2020,10,3,20,8.19,8.868448495,8.868448495
2020,10,3,21,7.33,7.937207261,7.937207261
2020,10,3,22,6.87,7.439101485,7.439101485
2020,10,3,23,7.34,7.948035648,7.948035648
2020,10,4,0,8.49,9.193300089,9.193300089
2020,10,4,1,9.25,10.01625746,10.01625746
2020,10,4,2,9.65,10.44939292,10.44939292
2020,10,4,3,10.93,11.83542638,11.83542638
2020,10,4,4,12.19,13.19980307,13.19980307
2020,10,4,5,12.59,13.63293853,13.63293853
2020,10,4,6,12.6,13.64376692,13.64376692
2020,10,4,7,12.86,13.92530496,13.92530496
2020,10,4,8,13.57,14.6941204,14.6941204
2020,10,4,9,14.13,15.30051004,15.30051004
2020,10,4,10,14.4,15.59287648,15.59287648
2020,10,4,11,14.65,15.86358614,15.86358614
2020,10,4,12,14.84,16.06932548,16.06932548
2020,10,4,13,15.09,16.34003514,16.34003514
2020,10,4,14,15.19,16.448319,16.448319
2020,10,4,15,14.96,16.19926612,16.19926612
2020,10,4,16,14.06,15.22471134,15.22471134
2020,10,4,17,12.71,13.76287917,13.76287917
2020,10,4,18,11.07,11.98702379,11.98702379
2020,10,4,19,8.88,9.61560716,9.61560716
2020,10,4,20,6.95,7.525728577,7.525728577
2020,10,4,21,6.82,7.384959553,7.384959553
2020,10,4,22,7.67,8.3053724,8.3053724
2020,10,4,23,7.61,8.240402082,8.240402082
2020,10,5,0,7.26,7.861408556,7.861408556
2020,10,5,1,7.23,7.828923397,7.828923397
2020,10,5,2,7.29,7.893893716,7.893893716
2020,10,5,3,7.29,7.893893716,7.893893716
2020,10,5,4,7.65,8.283715627,8.283715627
2020,10,5,5,7.77,8.413656265,8.413656265
2020,10,5,6,7.81,8.456969811,8.456969811
2020,10,5,7,7.63,8.262058855,8.262058855
2020,10,5,8,7.44,8.056319512,8.056319512
2020,10,5,9,7.84,8.48945497,8.48945497
2020,10,5,10,8.29,8.97673236,8.97673236
2020,10,5,11,8.69,9.409867817,9.409867817
2020,10,5,12,9.33,10.10288455,10.10288455
2020,10,5,13,9.57,10.36276582,10.36276582
2020,10,5,14,9.05,9.799689729,9.799689729
2020,10,5,15,9.2,9.962115526,9.962115526
2020,10,5,16,11.39,12.33353216,12.33353216
2020,10,5,17,12.76,13.8170211,13.8170211
2020,10,5,18,12.06,13.05903405,13.05903405
2020,10,5,19,11.83,12.80998116,12.80998116
2020,10,5,20,11.73,12.7016973,12.7016973
2020,10,5,21,11.2,12.12779281,12.12779281
2020,10,5,22,10.5,11.36980576,11.36980576
2020,10,5,23,9.84,10.65513226,10.65513226
2020,10,6,0,9.19,9.951287139,9.951287139
2020,10,6,1,9.09,9.843003275,9.843003275
2020,10,6,2,9.54,10.33028066,10.33028066
2020,10,6,3,10.57,11.44560447,11.44560447
2020,10,6,4,12.52,13.55713982,13.55713982
2020,10,6,5,12.77,13.82784949,13.82784949
2020,10,6,6,11.86,12.84246632,12.84246632
2020,10,6,7,11.5,12.45264441,12.45264441
2020,10,6,8,11.53,12.48512957,12.48512957
2020,10,6,9,11.86,12.84246632,12.84246632
2020,10,6,10,12.4,13.42719919,13.42719919
2020,10,6,11,12.79,13.84950626,13.84950626
2020,10,6,12,13.34,14.44506751,14.44506751
2020,10,6,13,13.52,14.63997847,14.63997847
2020,10,6,14,13.43,14.54252299,14.54252299
2020,10,6,15,12.93,14.00110367,14.00110367
2020,10,6,16,12.64,13.68708046,13.68708046
2020,10,6,17,12.68,13.73039401,13.73039401
2020,10,6,18,12.12,13.12400437,13.12400437
2020,10,6,19,11.06,11.9761954,11.9761954
2020,10,6,20,10.04,10.87169999,10.87169999
2020,10,6,21,9.99,10.81755805,10.81755805
2020,10,6,22,9.87,10.68761742,10.68761742
2020,10,6,23,9.64,10.43856453,10.43856453
2020,10,7,0,9.54,10.33028066,10.33028066
2020,10,7,1,9.71,10.51436323,10.51436323
2020,10,7,2,9.65,10.44939292,10.44939292
2020,10,7,3,9.55,10.34110905,10.34110905
2020,10,7,4,9.45,10.23282519,10.23282519
2020,10,7,5,9.45,10.23282519,10.23282519
2020,10,7,6,8.95,9.691405865,9.691405865
2020,10,7,7,8.89,9.626435546,9.626435546
2020,10,7,8,8.94,9.680577478,9.680577478
2020,10,7,9,9.14,9.897145207,9.897145207
2020,10,7,10,9.3,10.07039939,10.07039939
2020,10,7,11,9.38,10.15702648,10.15702648
2020,10,7,12,9.35,10.12454132,10.12454132
2020,10,7,13,9.1,9.853831661,9.853831661
2020,10,7,14,8.9,9.637263933,9.637263933
2020,10,7,15,8.65,9.366554272,9.366554272
2020,10,7,16,7.64,8.272887241,8.272887241
2020,10,7,17,7.36,7.969692421,7.969692421
2020,10,7,18,7.7,8.33785756,8.33785756
2020,10,7,19,7.82,8.467798197,8.467798197
2020,10,7,20,7.89,8.543596902,8.543596902
2020,10,7,21,7.5,8.121289831,8.121289831
2020,10,7,22,8.81,9.539808455,9.539808455
2020,10,7,23,11.14,12.0628225,12.0628225
2020,10,8,0,12.42,13.44885596,13.44885596
2020,10,8,1,14.4,15.59287648,15.59287648
2020,10,8,2,14.24,15.41962229,15.41962229
2020,10,8,3,14.48,15.67950357,15.67950357
2020,10,8,4,14.91,16.14512418,16.14512418
2020,10,8,5,15.36,16.63240157,16.63240157
2020,10,8,6,15.91,17.22796283,17.22796283
2020,10,8,7,16.34,17.69358344,17.69358344
2020,10,8,8,16.19,17.53115765,17.53115765
2020,10,8,9,15.87,17.18464928,17.18464928
2020,10,8,10,15.45,16.72985705,16.72985705
2020,10,8,11,14.53,15.7336455,15.7336455
2020,10,8,12,12.9,13.96861851,13.96861851
2020,10,8,13,11.47,12.42015925,12.42015925
2020,10,8,14,9.75,10.55767678,10.55767678
2020,10,8,15,8.03,8.695194312,8.695194312
2020,10,8,16,6.97,7.547385349,7.547385349
2020,10,8,17,6.55,7.092593119,7.092593119
2020,10,8,18,6.1,6.605315729,6.605315729
2020,10,8,19,5.52,5.977269316,5.977269316
2020,10,8,20,4.94,5.349222902,5.349222902
2020,10,8,21,4.26,4.612892624,4.612892624
2020,10,8,22,3.38,3.659994617,3.659994617
2020,10,8,23,2.45,2.652954678,2.652954678
2020,10,9,0,1.63,1.76502699,1.76502699
2020,10,9,1,0.82,0.887927688,0
2020,10,9,2,0.28,0.30319482,0
2020,10,9,3,0.94,1.017868325,0
2020,10,9,4,1.84,1.992423105,1.992423105
2020,10,9,5,2.95,3.194374,3.194374
2020,10,9,6,4.49,4.861945512,4.861945512
2020,10,9,7,5.73,6.204665431,6.204665431
2020,10,9,8,5.87,6.356262841,6.356262841
2020,10,9,9,6.74,7.298332461,7.298332461
2020,10,9,10,7.7,8.33785756,8.33785756
2020,10,9,11,8.42,9.117501383,9.117501383
2020,10,9,12,9.31,10.08122778,10.08122778
2020,10,9,13,9.92,10.74175935,10.74175935
2020,10,9,14,10.03,10.8608716,10.8608716
2020,10,9,15,9.5,10.28696712,10.28696712
2020,10,9,16,9.13,9.886316821,9.886316821
2020,10,9,17,8.65,9.366554272,9.366554272
2020,10,9,18,8.37,9.063359451,9.063359451
2020,10,9,19,8.51,9.214956861,9.214956861
2020,10,9,20,8.62,9.334069112,9.334069112
2020,10,9,21,8.41,9.106672997,9.106672997
2020,10,9,22,7.95,8.608567221,8.608567221
2020,10,9,23,7.78,8.424484651,8.424484651
2020,10,10,0,7.9,8.554425289,8.554425289
2020,10,10,1,7.99,8.651880766,8.651880766
2020,10,10,2,8.09,8.760164631,8.760164631
2020,10,10,3,8.13,8.803478177,8.803478177
2020,10,10,4,8.12,8.79264979,8.79264979
2020,10,10,5,8.17,8.846791722,8.846791722
2020,10,10,6,8.29,8.97673236,8.97673236
2020,10,10,7,8.43,9.12832977,9.12832977
2020,10,10,8,8.46,9.160814929,9.160814929
2020,10,10,9,9.42,10.20034003,10.20034003
2020,10,10,10,9.98,10.80672967,10.80672967
2020,10,10,11,10.05,10.88252837,10.88252837
2020,10,10,12,10.19,11.03412578,11.03412578
2020,10,10,13,10.16,11.00164062,11.00164062
2020,10,10,14,9.96,10.7850729,10.7850729
2020,10,10,15,9.25,10.01625746,10.01625746
2020,10,10,16,8.71,9.43152459,9.43152459
2020,10,10,17,9.03,9.778032956,9.778032956
2020,10,10,18,9.14,9.897145207,9.897145207
2020,10,10,19,8.65,9.366554272,9.366554272
2020,10,10,20,8.36,9.052531065,9.052531065
2020,10,10,21,8.24,8.922590428,8.922590428
2020,10,10,22,8.08,8.749336244,8.749336244
2020,10,10,23,7.89,8.543596902,8.543596902
2020,10,11,0,7.85,8.500283356,8.500283356
2020,10,11,1,7.76,8.402827878,8.402827878
2020,10,11,2,7.62,8.251230468,8.251230468
2020,10,11,3,7.48,8.099633058,8.099633058
2020,10,11,4,7.32,7.926378875,7.926378875
2020,10,11,5,7.17,7.763953078,7.763953078
2020,10,11,6,6.85,7.417444712,7.417444712
2020,10,11,7,6.4,6.930167322,6.930167322
2020,10,11,8,6.24,6.756913139,6.756913139
2020,10,11,9,6.62,7.168391824,7.168391824
2020,10,11,10,6.93,7.504071804,7.504071804
2020,10,11,11,7.14,7.731467919,7.731467919
2020,10,11,12,7.23,7.828923397,7.828923397
2020,10,11,13,7.13,7.720639533,7.720639533
2020,10,11,14,7.09,7.677325987,7.677325987
2020,10,11,15,7.04,7.623184055,7.623184055
2020,10,11,16,6.85,7.417444712,7.417444712
2020,10,11,17,7.03,7.612355668,7.612355668
2020,10,11,18,6.99,7.569042122,7.569042122
2020,10,11,19,6.44,6.973480868,6.973480868
2020,10,11,20,5.81,6.291292522,6.291292522
2020,10,11,21,5.37,5.814843519,5.814843519
2020,10,11,22,4.83,5.230110651,5.230110651
2020,10,11,23,4.09,4.428810054,4.428810054
2020,10,12,0,3.21,3.475912048,3.475912048
2020,10,12,1,2.46,2.663783065,2.663783065
2020,10,12,2,1.84,1.992423105,1.992423105
2020,10,12,3,1.48,1.602601193,1.602601193
2020,10,12,4,2.28,2.468872109,2.468872109
2020,10,12,5,3.64,3.941532665,3.941532665
2020,10,12,6,4.64,5.024371309,5.024371309
2020,10,12,7,5.02,5.435849993,5.435849993
2020,10,12,8,5.33,5.771529973,5.771529973
2020,10,12,9,6.2,6.713599594,6.713599594
2020,10,12,10,6.91,7.482415031,7.482415031
2020,10,12,11,7.06,7.644840827,7.644840827
2020,10,12,12,6.88,7.449929872,7.449929872
2020,10,12,13,7.05,7.634012441,7.634012441
2020,10,12,14,7.23,7.828923397,7.828923397
2020,10,12,15,7.42,8.034662739,8.034662739
2020,10,12,16,7.47,8.088804672,8.088804672
2020,10,12,17,7.33,7.937207261,7.937207261
2020,10,12,18,7.31,7.915550488,7.915550488
2020,10,12,19,7.11,7.69898276,7.69898276
2020,10,12,20,6.53,7.070936346,7.070936346
2020,10,12,21,5.03,5.44667838,5.44667838
2020,10,12,22,3.53,3.822420414,3.822420414
2020,10,12,23,4.2,4.547922305,4.547922305
2020,10,13,0,6.42,6.951824095,6.951824095
2020,10,13,1,8.15,8.82513495,8.82513495
2020,10,13,2,8.99,9.734719411,9.734719411
2020,10,13,3,8.57,9.27992718,9.27992718
2020,10,13,4,7.63,8.262058855,8.262058855
2020,10,13,5,7.29,7.893893716,7.893893716
2020,10,13,6,6.93,7.504071804,7.504071804
2020,10,13,7,6.76,7.319989234,7.319989234
2020,10,13,8,6.91,7.482415031,7.482415031
2020,10,13,9,6.96,7.536556963,7.536556963
2020,10,13,10,6.95,7.525728577,7.525728577
2020,10,13,11,6.75,7.309160848,7.309160848
2020,10,13,12,6.59,7.135906665,7.135906665
2020,10,13,13,6.69,7.244190529,7.244190529
2020,10,13,14,7.04,7.623184055,7.623184055
2020,10,13,15,7.32,7.926378875,7.926378875
2020,10,13,16,7.63,8.262058855,8.262058855
2020,10,13,17,8.2,8.879276882,8.879276882
2020,10,13,18,8.57,9.27992718,9.27992718
2020,10,13,19,8.87,9.604778773,9.604778773
2020,10,13,20,9.52,10.30862389,10.30862389
2020,10,13,21,10.53,11.40229092,11.40229092
2020,10,13,22,11.19,12.11696443,12.11696443
2020,10,13,23,11.62,12.58258504,12.58258504
2020,10,14,0,11.85,12.83163793,12.83163793
2020,10,14,1,11.8,12.777496,12.777496
2020,10,14,2,11.12,12.04116572,12.04116572
2020,10,14,3,10.55,11.4239477,11.4239477
2020,10,14,4,9.88,10.6984458,10.6984458
2020,10,14,5,9.48,10.26531035,10.26531035
2020,10,14,6,9.32,10.09205616,10.09205616
2020,10,14,7,9.06,9.810518116,9.810518116
2020,10,14,8,8.73,9.453181363,9.453181363
2020,10,14,9,10.4,11.2615219,11.2615219
2020,10,14,10,10.64,11.52140317,11.52140317
2020,10,14,11,10.12,10.95832708,10.95832708
2020,10,14,12,9.65,10.44939292,10.44939292
2020,10,14,13,9.39,10.16785487,10.16785487
2020,10,14,14,9.18,9.940458753,9.940458753
2020,10,14,15,8.67,9.388211044,9.388211044
2020,10,14,16,8.53,9.236613634,9.236613634
2020,10,14,17,8.47,9.171643316,9.171643316
2020,10,14,18,8.59,9.301583953,9.301583953
2020,10,14,19,9.61,10.40607937,10.40607937
2020,10,14,20,10.13,10.96915546,10.96915546
2020,10,14,21,10.12,10.95832708,10.95832708
2020,10,14,22,10.26,11.10992449,11.10992449
2020,10,14,23,10.18,11.0232974,11.0232974
2020,10,15,0,9.82,10.63347549,10.63347549
2020,10,15,1,9.52,10.30862389,10.30862389
2020,10,15,2,9.33,10.10288455,10.10288455
2020,10,15,3,9.16,9.91880198,9.91880198
2020,10,15,4,8.93,9.669749092,9.669749092
2020,10,15,5,8.95,9.691405865,9.691405865
2020,10,15,6,8.86,9.593950387,9.593950387
2020,10,15,7,8.61,9.323240726,9.323240726
2020,10,15,8,8.36,9.052531065,9.052531065
2020,10,15,9,8.56,9.269098794,9.269098794
2020,10,15,10,9.01,9.756376183,9.756376183
2020,10,15,11,9.03,9.778032956,9.778032956
2020,10,15,12,9.03,9.778032956,9.778032956
2020,10,15,13,9.16,9.91880198,9.91880198
2020,10,15,14,9.23,9.994600685,9.994600685
2020,10,15,15,9.02,9.76720457,9.76720457
2020,10,15,16,8.49,9.193300089,9.193300089
2020,10,15,17,8.38,9.074187838,9.074187838
2020,10,15,18,8.33,9.020045905,9.020045905
2020,10,15,19,8.4,9.095844611,9.095844611
2020,10,15,20,8.06,8.727679472,8.727679472
2020,10,15,21,7.9,8.554425289,8.554425289
2020,10,15,22,7.78,8.424484651,8.424484651
2020,10,15,23,7.64,8.272887241,8.272887241
2020,10,16,0,7.54,8.164603377,8.164603377
2020,10,16,1,7.51,8.132118217,8.132118217
2020,10,16,2,7.47,8.088804672,8.088804672
2020,10,16,3,7.28,7.883065329,7.883065329
2020,10,16,4,7.07,7.655669214,7.655669214
2020,10,16,5,6.92,7.493243417,7.493243417
2020,10,16,6,6.98,7.558213736,7.558213736
2020,10,16,7,6.77,7.330817621,7.330817621
2020,10,16,8,6.21,6.72442798,6.72442798
2020,10,16,9,6.07,6.57283057,6.57283057
2020,10,16,10,5.74,6.215493817,6.215493817
2020,10,16,11,5.33,5.771529973,5.771529973
2020,10,16,12,4.83,5.230110651,5.230110651
2020,10,16,13,4.55,4.926915831,4.926915831
2020,10,16,14,4.41,4.775318421,4.775318421
2020,10,16,15,4.43,4.796975193,4.796975193
2020,10,16,16,4.74,5.132655173,5.132655173
2020,10,16,17,5.25,5.684902882,5.684902882
2020,10,16,18,5.58,6.042239634,6.042239634
2020,10,16,19,5.71,6.183008658,6.183008658
2020,10,16,20,5.69,6.161351885,6.161351885
2020,10,16,21,5.73,6.204665431,6.204665431
2020,10,16,22,5.77,6.247978977,6.247978977
2020,10,16,23,5.79,6.269635749,6.269635749
2020,10,17,0,5.86,6.345434455,6.345434455
2020,10,17,1,5.96,6.453718319,6.453718319
2020,10,17,2,6.03,6.529517024,6.529517024
2020,10,17,3,5.83,6.312949295,6.312949295
2020,10,17,4,5.52,5.977269316,5.977269316
2020,10,17,5,5.26,5.695731268,5.695731268
2020,10,17,6,5.01,5.425021607,5.425021607
2020,10,17,7,4.64,5.024371309,5.024371309
