YEAR,MO,DY,HR,WS50M,recalculated wind speeds for 140m,cut in/out wind speeds applied
2020,3,9,23,13.96,15.11642747,15.11642747
2020,3,10,0,14.23,15.40879391,15.40879391
2020,3,10,1,14.66,15.87441452,15.87441452
2020,3,10,2,14.71,15.92855645,15.92855645
2020,3,10,3,14.12,15.28968165,15.28968165
2020,3,10,4,13.31,14.41258235,14.41258235
2020,3,10,5,12.63,13.67625208,13.67625208
2020,3,10,6,12.24,13.253945,13.253945
2020,3,10,7,12.48,13.51382628,13.51382628
2020,3,10,8,13.02,14.09855915,14.09855915
2020,3,10,9,13.98,15.13808424,15.13808424
2020,3,10,10,14.22,15.39796552,15.39796552
2020,3,10,11,14.4,15.59287648,15.59287648
2020,3,10,12,15.04,16.28589321,16.28589321
2020,3,10,13,15.28,16.54577448,16.54577448
2020,3,10,14,15.16,16.41583384,16.41583384
2020,3,10,15,14.86,16.09098225,16.09098225
2020,3,10,16,14.49,15.69033195,15.69033195
2020,3,10,17,13.72,14.8565462,14.8565462
2020,3,10,18,12.76,13.8170211,13.8170211
2020,3,10,19,12.19,13.19980307,13.19980307
2020,3,10,20,11.75,12.72335407,12.72335407
2020,3,10,21,11.37,12.31187538,12.31187538
2020,3,10,22,11.42,12.36601732,12.36601732
2020,3,10,23,11.09,12.00868056,12.00868056
2020,3,11,0,10.85,11.74879929,11.74879929
2020,3,11,1,10.69,11.57554511,11.57554511
2020,3,11,2,10.65,11.53223156,11.53223156
2020,3,11,3,9.69,10.49270646,10.49270646
2020,3,11,4,9.58,10.37359421,10.37359421
2020,3,11,5,8.45,9.149986543,9.149986543
2020,3,11,6,8.14,8.814306563,8.814306563
2020,3,11,7,8.12,8.79264979,8.79264979
2020,3,11,8,8.87,9.604778773,9.604778773
2020,3,11,9,9.88,10.6984458,10.6984458
2020,3,11,10,10.56,11.43477608,11.43477608
2020,3,11,11,11.18,12.10613604,12.10613604
2020,3,11,12,12.42,13.44885596,13.44885596
2020,3,11,13,13.46,14.57500815,14.57500815
2020,3,11,14,13.7,14.83488942,14.83488942
2020,3,11,15,13.52,14.63997847,14.63997847
2020,3,11,16,13.12,14.20684301,14.20684301
2020,3,11,17,13.38,14.48838106,14.48838106
2020,3,11,18,13.57,14.6941204,14.6941204
2020,3,11,19,13.88,15.02980038,15.02980038
2020,3,11,20,14.35,15.53873454,15.53873454
2020,3,11,21,15.17,16.42666223,16.42666223
2020,3,11,22,16.14,17.47701572,17.47701572
2020,3,11,23,16.75,18.13754729,18.13754729
2020,3,12,0,16.48,17.84518086,17.84518086
2020,3,12,1,15.84,17.15216412,17.15216412
2020,3,12,2,14.88,16.11263902,16.11263902
2020,3,12,3,13.43,14.54252299,14.54252299
2020,3,12,4,12.55,13.58962498,13.58962498
2020,3,12,5,12.18,13.18897469,13.18897469
2020,3,12,6,10.41,11.27235029,11.27235029
2020,3,12,7,9.47,10.25448196,10.25448196
2020,3,12,8,11.24,12.17110636,12.17110636
2020,3,12,9,13.91,15.06228554,15.06228554
2020,3,12,10,14.5,15.70116034,15.70116034
2020,3,12,11,14.76,15.98269839,15.98269839
2020,3,12,12,15.15,16.40500546,16.40500546
2020,3,12,13,15.01,16.25340805,16.25340805
2020,3,12,14,14.77,15.99352677,15.99352677
2020,3,12,15,14.41,15.60370486,15.60370486
2020,3,12,16,13.64,14.76991911,14.76991911
2020,3,12,17,13.48,14.59666492,14.59666492
2020,3,12,18,13.98,15.13808424,15.13808424
2020,3,12,19,14.18,15.35465197,15.35465197
2020,3,12,20,13.75,14.88903136,14.88903136
2020,3,12,21,13.18,14.27181333,14.27181333
2020,3,12,22,13.22,14.31512688,14.31512688
2020,3,12,23,13.15,14.23932817,14.23932817
2020,3,13,0,12.84,13.90364819,13.90364819
2020,3,13,1,12.43,13.45968435,13.45968435
2020,3,13,2,12.11,13.11317598,13.11317598
2020,3,13,3,11.83,12.80998116,12.80998116
2020,3,13,4,11.53,12.48512957,12.48512957
2020,3,13,5,10.79,11.68382897,11.68382897
2020,3,13,6,10.64,11.52140317,11.52140317
2020,3,13,7,9.85,10.66596064,10.66596064
2020,3,13,8,10.09,10.92584192,10.92584192
2020,3,13,9,10.23,11.07743933,11.07743933
2020,3,13,10,9.72,10.52519162,10.52519162
2020,3,13,11,9.19,9.951287139,9.951287139
2020,3,13,12,8.68,9.399039431,9.399039431
2020,3,13,13,8.17,8.846791722,8.846791722
2020,3,13,14,7.68,8.316200787,8.316200787
2020,3,13,15,7.22,7.818095011,7.818095011
2020,3,13,16,6.56,7.103421505,7.103421505
2020,3,13,17,6.6,7.146735051,7.146735051
2020,3,13,18,6.96,7.536556963,7.536556963
2020,3,13,19,6.89,7.460758258,7.460758258
2020,3,13,20,6.68,7.233362143,7.233362143
2020,3,13,21,6.53,7.070936346,7.070936346
2020,3,13,22,6.51,7.049279573,7.049279573
2020,3,13,23,6.86,7.428273099,7.428273099
2020,3,14,0,7.58,8.207916922,8.207916922
2020,3,14,1,8.38,9.074187838,9.074187838
2020,3,14,2,9.03,9.778032956,9.778032956
2020,3,14,3,9.14,9.897145207,9.897145207
2020,3,14,4,9.4,10.17868325,10.17868325
2020,3,14,5,9.09,9.843003275,9.843003275
2020,3,14,6,9.07,9.821346502,9.821346502
2020,3,14,7,8.73,9.453181363,9.453181363
2020,3,14,8,8.24,8.922590428,8.922590428
2020,3,14,9,8.21,8.890105268,8.890105268
2020,3,14,10,8.19,8.868448495,8.868448495
2020,3,14,11,8.17,8.846791722,8.846791722
2020,3,14,12,8.26,8.9442472,8.9442472
2020,3,14,13,8.43,9.12832977,9.12832977
2020,3,14,14,8.83,9.561465228,9.561465228
2020,3,14,15,9.07,9.821346502,9.821346502
2020,3,14,16,8.79,9.518151682,9.518151682
2020,3,14,17,8.84,9.572293614,9.572293614
2020,3,14,18,9.34,10.11371294,10.11371294
2020,3,14,19,9.45,10.23282519,10.23282519
2020,3,14,20,9.45,10.23282519,10.23282519
2020,3,14,21,10.22,11.06661094,11.06661094
2020,3,14,22,10.73,11.61885865,11.61885865
2020,3,14,23,11.48,12.43098763,12.43098763
2020,3,15,0,11.67,12.63672698,12.63672698
2020,3,15,1,11.22,12.14944959,12.14944959
2020,3,15,2,11.2,12.12779281,12.12779281
2020,3,15,3,11.24,12.17110636,12.17110636
2020,3,15,4,11.55,12.50678634,12.50678634
2020,3,15,5,11.73,12.7016973,12.7016973
2020,3,15,6,11.89,12.87495148,12.87495148
2020,3,15,7,12.07,13.06986243,13.06986243
2020,3,15,8,12.91,13.9794469,13.9794469
2020,3,15,9,13.35,14.4558959,14.4558959
2020,3,15,10,13.51,14.62915008,14.62915008
2020,3,15,11,13.42,14.5316946,14.5316946
2020,3,15,12,13.31,14.41258235,14.41258235
2020,3,15,13,12.54,13.5787966,13.5787966
2020,3,15,14,11.61,12.57175666,12.57175666
2020,3,15,15,10.48,11.34814899,11.34814899
2020,3,15,16,9.2,9.962115526,9.962115526
2020,3,15,17,8.43,9.12832977,9.12832977
2020,3,15,18,7.04,7.623184055,7.623184055
2020,3,15,19,5.93,6.42123316,6.42123316
2020,3,15,20,5.34,5.78235836,5.78235836
2020,3,15,21,5.4,5.847328678,5.847328678
2020,3,15,22,5.9,6.388748,6.388748
2020,3,15,23,6.69,7.244190529,7.244190529
2020,3,16,0,6.57,7.114249892,7.114249892
2020,3,16,1,5.76,6.23715059,6.23715059
2020,3,16,2,6.03,6.529517024,6.529517024
2020,3,16,3,6.64,7.190048597,7.190048597
2020,3,16,4,6.51,7.049279573,7.049279573
2020,3,16,5,5.69,6.161351885,6.161351885
2020,3,16,6,4.76,5.154311946,5.154311946
2020,3,16,7,4,4.331354576,4.331354576
2020,3,16,8,3.75,4.060644915,4.060644915
2020,3,16,9,3.73,4.038988143,4.038988143
2020,3,16,10,3.48,3.768278482,3.768278482
2020,3,16,11,3.23,3.49756882,3.49756882
2020,3,16,12,3.22,3.486740434,3.486740434
2020,3,16,13,3.49,3.779106868,3.779106868
2020,3,16,14,3.93,4.255555871,4.255555871
2020,3,16,15,4.39,4.753661648,4.753661648
2020,3,16,16,4.96,5.370879675,5.370879675
2020,3,16,17,5.78,6.258807363,6.258807363
2020,3,16,18,6.6,7.146735051,7.146735051
2020,3,16,19,7.15,7.742296305,7.742296305
2020,3,16,20,7.3,7.904722102,7.904722102
2020,3,16,21,7.04,7.623184055,7.623184055
2020,3,16,22,6.86,7.428273099,7.428273099
2020,3,16,23,7.17,7.763953078,7.763953078
2020,3,17,0,7.41,8.023834353,8.023834353
2020,3,17,1,7.59,8.218745309,8.218745309
2020,3,17,2,7.72,8.359514333,8.359514333
2020,3,17,3,7.69,8.327029173,8.327029173
2020,3,17,4,7.75,8.391999492,8.391999492
2020,3,17,5,7.96,8.619395607,8.619395607
2020,3,17,6,8.07,8.738507858,8.738507858
2020,3,17,7,7.81,8.456969811,8.456969811
2020,3,17,8,8.27,8.955075587,8.955075587
2020,3,17,9,9,9.745547797,9.745547797
2020,3,17,10,8.98,9.723891024,9.723891024
2020,3,17,11,9.16,9.91880198,9.91880198
2020,3,17,12,9.34,10.11371294,10.11371294
2020,3,17,13,9.44,10.2219968,10.2219968
2020,3,17,14,9.53,10.31945228,10.31945228
2020,3,17,15,9.47,10.25448196,10.25448196
2020,3,17,16,8.74,9.46400975,9.46400975
2020,3,17,17,8.2,8.879276882,8.879276882
2020,3,17,18,8.35,9.041702678,9.041702678
2020,3,17,19,8.65,9.366554272,9.366554272
2020,3,17,20,8.97,9.713062638,9.713062638
2020,3,17,21,9.23,9.994600685,9.994600685
2020,3,17,22,9.38,10.15702648,10.15702648
2020,3,17,23,9.35,10.12454132,10.12454132
2020,3,18,0,9.29,10.059571,10.059571
2020,3,18,1,9.19,9.951287139,9.951287139
2020,3,18,2,9.01,9.756376183,9.756376183
2020,3,18,3,8.87,9.604778773,9.604778773
2020,3,18,4,8.88,9.61560716,9.61560716
2020,3,18,5,8.76,9.485666522,9.485666522
2020,3,18,6,8.85,9.583122,9.583122
2020,3,18,7,8.26,8.9442472,8.9442472
2020,3,18,8,8.27,8.955075587,8.955075587
2020,3,18,9,8.68,9.399039431,9.399039431
2020,3,18,10,8.82,9.550636841,9.550636841
2020,3,18,11,9.13,9.886316821,9.886316821
2020,3,18,12,9.51,10.29779551,10.29779551
2020,3,18,13,9.65,10.44939292,10.44939292
2020,3,18,14,9.45,10.23282519,10.23282519
2020,3,18,15,8.81,9.539808455,9.539808455
2020,3,18,16,7.62,8.251230468,8.251230468
2020,3,18,17,6.48,7.016794414,7.016794414
2020,3,18,18,6.25,6.767741526,6.767741526
2020,3,18,19,6.01,6.507860251,6.507860251
2020,3,18,20,5.66,6.128866726,6.128866726
2020,3,18,21,5.24,5.674074495,5.674074495
2020,3,18,22,4.7,5.089341627,5.089341627
2020,3,18,23,4.05,4.385496509,4.385496509
2020,3,19,0,3.34,3.616681071,3.616681071
2020,3,19,1,2.5,2.70709661,2.70709661
2020,3,19,2,1.59,1.721713444,1.721713444
2020,3,19,3,0.94,1.017868325,0
2020,3,19,4,1.37,1.483488942,0
2020,3,19,5,2.1,2.273961153,2.273961153
2020,3,19,6,2.82,3.053604976,3.053604976
2020,3,19,7,3.37,3.649166231,3.649166231
2020,3,19,8,3.93,4.255555871,4.255555871
2020,3,19,9,4.39,4.753661648,4.753661648
2020,3,19,10,4.58,4.95940099,4.95940099
2020,3,19,11,4.63,5.013542922,5.013542922
2020,3,19,12,4.6,4.981057763,4.981057763
2020,3,19,13,4.67,5.056856468,5.056856468
2020,3,19,14,5.12,5.544133858,5.544133858
2020,3,19,15,5.94,6.432061546,6.432061546
2020,3,19,16,6.76,7.319989234,7.319989234
2020,3,19,17,7.5,8.121289831,8.121289831
2020,3,19,18,8.2,8.879276882,8.879276882
2020,3,19,19,8.37,9.063359451,9.063359451
2020,3,19,20,8.73,9.453181363,9.453181363
2020,3,19,21,8.74,9.46400975,9.46400975
2020,3,19,22,9,9.745547797,9.745547797
2020,3,19,23,9.07,9.821346502,9.821346502
2020,3,20,0,9.13,9.886316821,9.886316821
2020,3,20,1,9.22,9.983772299,9.983772299
2020,3,20,2,9.33,10.10288455,10.10288455
2020,3,20,3,9.83,10.64430387,10.64430387
2020,3,20,4,10.25,11.0990961,11.0990961
2020,3,20,5,10.44,11.30483544,11.30483544
2020,3,20,6,10.37,11.22903674,11.22903674
2020,3,20,7,10.51,11.38063415,11.38063415
2020,3,20,8,11.26,12.19276313,12.19276313
2020,3,20,9,11.52,12.47430118,12.47430118
2020,3,20,10,11.5,12.45264441,12.45264441
2020,3,20,11,11.7,12.66921214,12.66921214
2020,3,20,12,11.96,12.95075018,12.95075018
2020,3,20,13,12.19,13.19980307,13.19980307
2020,3,20,14,12.53,13.56796821,13.56796821
2020,3,20,15,12.73,13.78453594,13.78453594
2020,3,20,16,12.77,13.82784949,13.82784949
2020,3,20,17,12.52,13.55713982,13.55713982
2020,3,20,18,12.26,13.27560178,13.27560178
2020,3,20,19,11.95,12.9399218,12.9399218
2020,3,20,20,11.51,12.46347279,12.46347279
2020,3,20,21,11.77,12.74501084,12.74501084
2020,3,20,22,11.96,12.95075018,12.95075018
2020,3,20,23,12.04,13.03737728,13.03737728
2020,3,21,0,11.95,12.9399218,12.9399218
2020,3,21,1,11.67,12.63672698,12.63672698
2020,3,21,2,11.08,11.99785218,11.99785218
2020,3,21,3,10.55,11.4239477,11.4239477
2020,3,21,4,9.99,10.81755805,10.81755805
2020,3,21,5,10.19,11.03412578,11.03412578
2020,3,21,6,10.23,11.07743933,11.07743933
2020,3,21,7,10.24,11.08826772,11.08826772
2020,3,21,8,13.26,14.35844042,14.35844042
2020,3,21,9,14.09,15.2571965,15.2571965
2020,3,21,10,14.11,15.27885327,15.27885327
2020,3,21,11,13.93,15.08394231,15.08394231
2020,3,21,12,13.65,14.78074749,14.78074749
2020,3,21,13,13.43,14.54252299,14.54252299
2020,3,21,14,13.23,14.32595526,14.32595526
2020,3,21,15,13,14.07690237,14.07690237
2020,3,21,16,12.52,13.55713982,13.55713982
2020,3,21,17,11.57,12.52844311,12.52844311
2020,3,21,18,10.47,11.3373206,11.3373206
2020,3,21,19,10.12,10.95832708,10.95832708
2020,3,21,20,10.01,10.83921483,10.83921483
2020,3,21,21,10,10.82838644,10.82838644
2020,3,21,22,10.05,10.88252837,10.88252837
2020,3,21,23,10,10.82838644,10.82838644
2020,3,22,0,9.87,10.68761742,10.68761742
2020,3,22,1,9.6,10.39525098,10.39525098
2020,3,22,2,9.56,10.35193744,10.35193744
2020,3,22,3,9.56,10.35193744,10.35193744
2020,3,22,4,9.58,10.37359421,10.37359421
2020,3,22,5,9.64,10.43856453,10.43856453
2020,3,22,6,9.48,10.26531035,10.26531035
2020,3,22,7,9.68,10.48187808,10.48187808
2020,3,22,8,11.24,12.17110636,12.17110636
2020,3,22,9,11.44,12.38767409,12.38767409
2020,3,22,10,11.36,12.301047,12.301047
2020,3,22,11,11.41,12.35518893,12.35518893
2020,3,22,12,11.62,12.58258504,12.58258504
2020,3,22,13,11.76,12.73418245,12.73418245
2020,3,22,14,11.81,12.78832439,12.78832439
2020,3,22,15,11.64,12.60424182,12.60424182
2020,3,22,16,11.03,11.94371024,11.94371024
2020,3,22,17,10.76,11.65134381,11.65134381
2020,3,22,18,10.73,11.61885865,11.61885865
2020,3,22,19,10.48,11.34814899,11.34814899
2020,3,22,20,10.25,11.0990961,11.0990961
2020,3,22,21,10.23,11.07743933,11.07743933
2020,3,22,22,10.04,10.87169999,10.87169999
2020,3,22,23,10.01,10.83921483,10.83921483
2020,3,23,0,10.18,11.0232974,11.0232974
2020,3,23,1,10.21,11.05578256,11.05578256
2020,3,23,2,10.28,11.13158126,11.13158126
2020,3,23,3,10.35,11.20737997,11.20737997
2020,3,23,4,10.31,11.16406642,11.16406642
2020,3,23,5,10.15,10.99081224,10.99081224
2020,3,23,6,9.94,10.76341612,10.76341612
2020,3,23,7,9.23,9.994600685,9.994600685
2020,3,23,8,9,9.745547797,9.745547797
2020,3,23,9,7.99,8.651880766,8.651880766
2020,3,23,10,7.39,8.00217758,8.00217758
2020,3,23,11,7.3,7.904722102,7.904722102
2020,3,23,12,7.76,8.402827878,8.402827878
2020,3,23,13,8.34,9.030874292,9.030874292
2020,3,23,14,8.65,9.366554272,9.366554272
2020,3,23,15,8.48,9.182471702,9.182471702
2020,3,23,16,7.16,7.753124692,7.753124692
2020,3,23,17,6.47,7.005966027,7.005966027
2020,3,23,18,7.32,7.926378875,7.926378875
2020,3,23,19,8.42,9.117501383,9.117501383
2020,3,23,20,9.25,10.01625746,10.01625746
2020,3,23,21,9.74,10.54684839,10.54684839
2020,3,23,22,9.77,10.57933355,10.57933355
2020,3,23,23,9.59,10.3844226,10.3844226
2020,3,24,0,9.3,10.07039939,10.07039939
2020,3,24,1,9.22,9.983772299,9.983772299
2020,3,24,2,8.91,9.648092319,9.648092319
2020,3,24,3,8.43,9.12832977,9.12832977
2020,3,24,4,8.23,8.911762041,8.911762041
2020,3,24,5,8.36,9.052531065,9.052531065
2020,3,24,6,8.4,9.095844611,9.095844611
2020,3,24,7,7.63,8.262058855,8.262058855
2020,3,24,8,7.07,7.655669214,7.655669214
2020,3,24,9,6.7,7.255018916,7.255018916
2020,3,24,10,6.37,6.897682163,6.897682163
2020,3,24,11,6.36,6.886853777,6.886853777
2020,3,24,12,6.53,7.070936346,7.070936346
2020,3,24,13,6.66,7.21170537,7.21170537
2020,3,24,14,6.58,7.125078278,7.125078278
2020,3,24,15,6.19,6.702771207,6.702771207
2020,3,24,16,5.29,5.728216427,5.728216427
2020,3,24,17,4.98,5.392536448,5.392536448
2020,3,24,18,5.87,6.356262841,6.356262841
2020,3,24,19,7.18,7.774781465,7.774781465
2020,3,24,20,8.41,9.106672997,9.106672997
2020,3,24,21,9.07,9.821346502,9.821346502
2020,3,24,22,8.94,9.680577478,9.680577478
2020,3,24,23,8.21,8.890105268,8.890105268
2020,3,25,0,7.33,7.937207261,7.937207261
2020,3,25,1,6.71,7.265847302,7.265847302
2020,3,25,2,6.48,7.016794414,7.016794414
2020,3,25,3,6.48,7.016794414,7.016794414
2020,3,25,4,6.44,6.973480868,6.973480868
2020,3,25,5,6.52,7.06010796,7.06010796
2020,3,25,6,6.6,7.146735051,7.146735051
2020,3,25,7,5.88,6.367091227,6.367091227
2020,3,25,8,5.02,5.435849993,5.435849993
2020,3,25,9,4.46,4.829460353,4.829460353
2020,3,25,10,4.63,5.013542922,5.013542922
2020,3,25,11,5.11,5.533305471,5.533305471
2020,3,25,12,5.48,5.93395577,5.93395577
2020,3,25,13,5.73,6.204665431,6.204665431
2020,3,25,14,5.99,6.486203478,6.486203478
2020,3,25,15,6.34,6.865197004,6.865197004
2020,3,25,16,6.47,7.005966027,7.005966027
2020,3,25,17,6.76,7.319989234,7.319989234
2020,3,25,18,7.76,8.402827878,8.402827878
2020,3,25,19,8.49,9.193300089,9.193300089
2020,3,25,20,8.64,9.355725885,9.355725885
2020,3,25,21,8.59,9.301583953,9.301583953
2020,3,25,22,8.67,9.388211044,9.388211044
2020,3,25,23,8.71,9.43152459,9.43152459
2020,3,26,0,8.52,9.225785248,9.225785248
2020,3,26,1,8.12,8.79264979,8.79264979
2020,3,26,2,7.67,8.3053724,8.3053724
2020,3,26,3,7.26,7.861408556,7.861408556
2020,3,26,4,7.19,7.785609851,7.785609851
2020,3,26,5,7.62,8.251230468,8.251230468
2020,3,26,6,8.05,8.716851085,8.716851085
2020,3,26,7,7.36,7.969692421,7.969692421
2020,3,26,8,7.68,8.316200787,8.316200787
2020,3,26,9,8.89,9.626435546,9.626435546
2020,3,26,10,9.37,10.1461981,10.1461981
2020,3,26,11,9.26,10.02708584,10.02708584
2020,3,26,12,9.22,9.983772299,9.983772299
2020,3,26,13,9.4,10.17868325,10.17868325
2020,3,26,14,9.66,10.4602213,10.4602213
2020,3,26,15,9.71,10.51436323,10.51436323
2020,3,26,16,9.49,10.27613873,10.27613873
2020,3,26,17,9.03,9.778032956,9.778032956
2020,3,26,18,9.06,9.810518116,9.810518116
2020,3,26,19,9.3,10.07039939,10.07039939
2020,3,26,20,9.38,10.15702648,10.15702648
2020,3,26,21,9.31,10.08122778,10.08122778
2020,3,26,22,8.89,9.626435546,9.626435546
2020,3,26,23,8.46,9.160814929,9.160814929
2020,3,27,0,8.32,9.009217519,9.009217519
2020,3,27,1,8.25,8.933418814,8.933418814
2020,3,27,2,7.99,8.651880766,8.651880766
2020,3,27,3,7.89,8.543596902,8.543596902
2020,3,27,4,7.9,8.554425289,8.554425289
2020,3,27,5,8.31,8.998389133,8.998389133
2020,3,27,6,8.21,8.890105268,8.890105268
2020,3,27,7,8.05,8.716851085,8.716851085
2020,3,27,8,8.5,9.204128475,9.204128475
2020,3,27,9,9.34,10.11371294,10.11371294
2020,3,27,10,9.66,10.4602213,10.4602213
2020,3,27,11,9.74,10.54684839,10.54684839
2020,3,27,12,9.9,10.72010258,10.72010258
2020,3,27,13,10.3,11.15323803,11.15323803
2020,3,27,14,10.8,11.69465736,11.69465736
2020,3,27,15,11.14,12.0628225,12.0628225
2020,3,27,16,11.13,12.05199411,12.05199411
2020,3,27,17,10.85,11.74879929,11.74879929
2020,3,27,18,10.52,11.39146254,11.39146254
2020,3,27,19,9.71,10.51436323,10.51436323
2020,3,27,20,9.62,10.41690776,10.41690776
2020,3,27,21,9.64,10.43856453,10.43856453
2020,3,27,22,9.56,10.35193744,10.35193744
2020,3,27,23,9.57,10.36276582,10.36276582
2020,3,28,0,9.88,10.6984458,10.6984458
2020,3,28,1,10.02,10.85004321,10.85004321
2020,3,28,2,10.2,11.04495417,11.04495417
2020,3,28,3,10.5,11.36980576,11.36980576
2020,3,28,4,10.83,11.72714252,11.72714252
2020,3,28,5,11.11,12.03033734,12.03033734
2020,3,28,6,11.32,12.25773345,12.25773345
2020,3,28,7,12.38,13.40554241,13.40554241
2020,3,28,8,13.76,14.89985974,14.89985974
2020,3,28,9,14.34,15.52790616,15.52790616
2020,3,28,10,14.57,15.77695904,15.77695904
2020,3,28,11,14.85,16.08015387,16.08015387
2020,3,28,12,15.07,16.31837837,16.31837837
2020,3,28,13,15.22,16.48080416,16.48080416
2020,3,28,14,15.32,16.58908803,16.58908803
2020,3,28,15,15.34,16.6107448,16.6107448
2020,3,28,16,14.96,16.19926612,16.19926612
2020,3,28,17,14.24,15.41962229,15.41962229
2020,3,28,18,13.58,14.70494879,14.70494879
2020,3,28,19,13.29,14.39092558,14.39092558
2020,3,28,20,13.03,14.10938753,14.10938753
2020,3,28,21,12.97,14.04441721,14.04441721
2020,3,28,22,12.83,13.8928198,13.8928198
2020,3,28,23,12.61,13.6545953,13.6545953
2020,3,29,0,12.36,13.38388564,13.38388564
2020,3,29,1,12.33,13.35140048,13.35140048
2020,3,29,2,12.37,13.39471403,13.39471403
2020,3,29,3,12.51,13.54631144,13.54631144
2020,3,29,4,12.69,13.74122239,13.74122239
2020,3,29,5,12.78,13.83867787,13.83867787
2020,3,29,6,12.75,13.80619271,13.80619271
2020,3,29,7,13.4,14.51003783,14.51003783
2020,3,29,8,14.82,16.04766871,16.04766871
2020,3,29,9,15.44,16.71902867,16.71902867
2020,3,29,10,15.55,16.83814092,16.83814092
2020,3,29,11,15.27,16.5349461,16.5349461
2020,3,29,12,15.31,16.57825964,16.57825964
2020,3,29,13,15.44,16.71902867,16.71902867
2020,3,29,14,15.51,16.79482737,16.79482737
2020,3,29,15,15.48,16.76234221,16.76234221
2020,3,29,16,15.23,16.49163255,16.49163255
2020,3,29,17,14.6,15.8094442,15.8094442
2020,3,29,18,13.77,14.91068813,14.91068813
2020,3,29,19,13.39,14.49920944,14.49920944
2020,3,29,20,13.03,14.10938753,14.10938753
2020,3,29,21,12.23,13.24311662,13.24311662
2020,3,29,22,11.62,12.58258504,12.58258504
2020,3,29,23,10.77,11.6621722,11.6621722
2020,3,30,0,9.94,10.76341612,10.76341612
2020,3,30,1,9.38,10.15702648,10.15702648
2020,3,30,2,8.87,9.604778773,9.604778773
2020,3,30,3,8.83,9.561465228,9.561465228
2020,3,30,4,8.22,8.900933655,8.900933655
2020,3,30,5,7.76,8.402827878,8.402827878
2020,3,30,6,6.98,7.558213736,7.558213736
2020,3,30,7,6.44,6.973480868,6.973480868
2020,3,30,8,6.57,7.114249892,7.114249892
2020,3,30,9,6.67,7.222533756,7.222533756
2020,3,30,10,7.03,7.612355668,7.612355668
2020,3,30,11,7.46,8.077976285,8.077976285
2020,3,30,12,8.01,8.673537539,8.673537539
2020,3,30,13,8.56,9.269098794,9.269098794
2020,3,30,14,9.1,9.853831661,9.853831661
2020,3,30,15,9.39,10.16785487,10.16785487
2020,3,30,16,8.96,9.702234251,9.702234251
2020,3,30,17,8.15,8.82513495,8.82513495
2020,3,30,18,8.2,8.879276882,8.879276882
2020,3,30,19,8.45,9.149986543,9.149986543
2020,3,30,20,8.51,9.214956861,9.214956861
2020,3,30,21,8.42,9.117501383,9.117501383
2020,3,30,22,8.54,9.247442021,9.247442021
2020,3,30,23,8.25,8.933418814,8.933418814
2020,3,31,0,8.46,9.160814929,9.160814929
2020,3,31,1,7.98,8.64105238,8.64105238
2020,3,31,2,7.81,8.456969811,8.456969811
2020,3,31,3,8.01,8.673537539,8.673537539
2020,3,31,4,8.58,9.290755567,9.290755567
2020,3,31,5,8.5,9.204128475,9.204128475
2020,3,31,6,8.82,9.550636841,9.550636841
2020,3,31,7,8.94,9.680577478,9.680577478
2020,3,31,8,10.22,11.06661094,11.06661094
2020,3,31,9,10.24,11.08826772,11.08826772
2020,3,31,10,9.93,10.75258774,10.75258774
2020,3,31,11,9.58,10.37359421,10.37359421
2020,3,31,12,9.25,10.01625746,10.01625746
2020,3,31,13,9,9.745547797,9.745547797
2020,3,31,14,8.79,9.518151682,9.518151682
2020,3,31,15,8.73,9.453181363,9.453181363
2020,3,31,16,8.68,9.399039431,9.399039431
2020,3,31,17,8.26,8.9442472,8.9442472
2020,3,31,18,8.13,8.803478177,8.803478177
2020,3,31,19,7.84,8.48945497,8.48945497
2020,3,31,20,7.5,8.121289831,8.121289831
2020,3,31,21,7.31,7.915550488,7.915550488
2020,3,31,22,7.09,7.677325987,7.677325987
2020,3,31,23,6.81,7.374131166,7.374131166
2020,4,1,0,6.55,7.092593119,7.092593119
2020,4,1,1,6.38,6.908510549,6.908510549
2020,4,1,2,6.25,6.767741526,6.767741526
2020,4,1,3,5.95,6.442889932,6.442889932
2020,4,1,4,5.61,6.074724793,6.074724793
2020,4,1,5,5.36,5.804015132,5.804015132
2020,4,1,6,5.11,5.533305471,5.533305471
2020,4,1,7,4.37,4.732004875,4.732004875
2020,4,1,8,4.06,4.396324895,4.396324895
2020,4,1,9,3.74,4.049816529,4.049816529
2020,4,1,10,3.24,3.508397207,3.508397207
2020,4,1,11,2.74,2.966977885,2.966977885
2020,4,1,12,2.45,2.652954678,2.652954678
2020,4,1,13,2.43,2.631297905,2.631297905
2020,4,1,14,2.72,2.945321112,2.945321112
2020,4,1,15,3.04,3.291829478,3.291829478
2020,4,1,16,3.18,3.443426888,3.443426888
2020,4,1,17,3.19,3.454255275,3.454255275
2020,4,1,18,3.41,3.692479776,3.692479776
2020,4,1,19,3.84,4.158100393,4.158100393
2020,4,1,20,4.14,4.482951987,4.482951987
2020,4,1,21,4.44,4.80780358,4.80780358
2020,4,1,22,4.83,5.230110651,5.230110651
2020,4,1,23,5.19,5.619932563,5.619932563
2020,4,2,0,5.34,5.78235836,5.78235836
2020,4,2,1,5.28,5.717388041,5.717388041
2020,4,2,2,5.2,5.630760949,5.630760949
2020,4,2,3,5.32,5.760701587,5.760701587
2020,4,2,4,5.57,6.031411248,6.031411248
2020,4,2,5,5.71,6.183008658,6.183008658
