ALLSKY_SFC_SW_DWN (Wh/m^2),Solar Zenith Angle (Degrees) ,Solar Zenith Angle (Degrees) REMOVED IF >85º,optimiced_moving_solar_ALLSKY_SFC_SW_DWN (Wh/m^2)
0,0,0,0
0,0,0,0
13.24,88.36,0,0
67.18,80.23,80.23,395.8901966
157.53,70.97,70.97,483.1272238
290.78,61.48,61.48,609.0073572
417.13,52.13,52.13,679.5065296
622.47,43.48,43.48,857.8520791
757.05,36.36,36.36,940.0752351
797.51,32.07,32.07,941.1257467
798.44,31.88,31.88,940.2747081
755.09,35.88,35.88,931.9265322
641,42.8,42.8,873.6185223
524.56,51.36,51.36,840.0687976
405.47,60.66,60.66,827.5047389
241.96,70.14,70.14,712.2272677
103,79.42,79.42,560.9770317
17.5,87.83,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
14.77,88.25,0,0
113.49,80.07,80.07,658.1233426
262.73,70.81,70.81,799.2958555
431.94,61.31,61.31,899.7430391
575.46,51.96,51.96,933.8677335
610.97,43.3,43.3,839.5065542
750.11,36.16,36.16,929.0755623
805.1,31.85,31.85,947.8092573
814.99,31.66,31.66,957.4850841
678.97,35.66,35.66,835.6649317
607,42.62,42.62,824.8843075
469.28,51.18,51.18,748.601222
381.88,60.48,60.48,775.0331021
245.47,69.98,69.98,717.0186527
105.62,79.25,79.25,566.2540993
18.75,87.7,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
14.49,88.13,0,0
109.37,79.91,79.91,624.2761804
276.8,70.65,70.65,835.4009899
476.27,61.16,61.16,987.3636564
635.03,51.8,51.8,1026.878038
765.21,43.12,43.12,1048.342415
861.68,35.97,35.97,1064.690175
900.26,31.64,31.64,1057.436375
899.35,31.45,31.45,1054.219226
858.48,35.46,35.46,1053.969496
763.87,42.43,42.43,1034.910918
631.62,51.01,51.01,1003.870495
473.82,60.32,60.32,956.9116536
292.57,69.8,69.8,847.296629
126.77,79.08,79.08,669.1892142
19.16,87.56,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
16.47,88.02,0,0
108.12,79.75,79.75,607.6084396
195.75,70.5,70.5,586.4169492
316.38,61.01,61.01,652.7916118
450.34,51.65,51.65,725.8120691
657.61,42.96,42.96,898.5834364
810.3,35.78,35.78,998.8068574
855.68,31.43,31.43,1002.815167
865.88,31.23,31.23,1012.615115
829.36,35.27,35.27,1015.824746
743.52,42.25,42.25,1004.460675
614.55,50.84,50.84,973.177429
439.53,60.16,60.16,883.3359565
262.39,69.64,69.64,754.1727921
139.01,78.91,78.91,722.6903936
23.92,87.42,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
19.99,87.91,0,0
95.01,79.59,79.59,525.8153472
297.48,70.35,70.35,884.636948
466.05,60.86,60.86,957.0890791
620.08,51.5,51.5,996.0890291
738.27,42.8,42.8,1006.187748
837.2,35.6,35.6,1029.638687
877.69,31.23,31.23,1026.42648
883,31.03,31.03,1030.461624
848.97,35.07,35.07,1037.289141
756.21,42.07,42.07,1018.702311
632.32,50.67,50.67,997.6869674
479.85,59.99,59.99,959.4099851
309.33,69.48,69.48,882.4528218
138.99,78.74,78.74,711.814675
24.61,87.28,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
17.02,87.8,0,0
107.48,79.45,79.45,587.0224527
267.5,70.22,70.22,790.4625121
439.31,60.73,60.73,898.5208527
601.54,51.36,51.36,963.3502069
736.71,42.64,42.64,1001.475809
841.16,35.43,35.43,1032.320618
899.76,31.04,31.04,1050.13083
897.63,30.83,30.83,1045.346108
861.02,34.88,34.88,1049.574427
752.86,41.9,41.9,1011.485048
611.76,50.51,50.51,961.9721952
435.32,59.84,59.84,866.4525277
264.34,69.32,69.32,748.5240817
107.24,78.58,78.58,541.6175088
19.2,87.15,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
13.06,87.69,0,0
52.59,79.31,79.31,283.5115103
145.37,70.08,70.08,426.6706559
224.72,60.59,60.59,457.626199
311.45,51.22,51.22,497.260451
475.58,42.49,42.49,644.9458517
619.29,35.26,35.26,758.4311659
771.84,30.85,30.85,899.0431646
856.49,30.63,30.63,995.3684025
823.82,34.7,34.7,1002.038522
678.45,41.73,41.73,909.0972847
537.68,50.35,50.35,842.6316361
370.47,59.68,59.68,733.8524894
228.58,69.16,69.16,642.5126956
96.26,78.41,78.41,479.1272777
19.13,87.01,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
21.71,87.58,0,0
121.28,79.18,79.18,646.054206
284.66,69.95,69.95,830.2997284
438.9,60.46,60.46,890.2076015
582.04,51.09,51.09,926.6693847
696.9,42.35,42.35,942.9756175
800.61,35.09,35.09,978.441722
844.74,30.66,30.66,982.0177452
816.4,30.45,30.45,947.0209487
809.3,34.52,34.52,982.2455144
681.59,41.56,41.56,910.8982306
589.6,50.2,50.2,921.0921198
446.2,59.52,59.52,879.666707
294.32,69.01,69.01,821.6523976
134.67,78.26,78.26,661.8637765
22.66,86.87,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
19.45,87.48,0,0
92.84,79.05,79.05,488.7543038
207.56,69.83,69.83,601.9603597
356.41,60.34,60.34,720.2353581
526.07,50.96,50.96,835.2136531
717.62,42.21,42.21,968.8568359
802.08,34.94,34.94,978.4419707
859.93,30.49,30.49,997.9253885
843.94,30.26,30.26,977.0678753
808.45,34.34,34.34,979.1030882
738.98,41.4,41.4,985.1607714
612.42,50.04,50.04,953.5499729
442.51,59.38,59.38,868.7878453
299.34,68.86,68.86,830.0058862
145.2,78.1,78.1,704.1564153
28.54,86.73,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
24.36,87.37,0,0
133.87,78.92,78.92,696.5886392
307.41,69.71,69.71,886.4903769
478.27,60.23,60.23,963.2450874
631.52,50.84,50.84,1000.05046
756.64,42.09,42.09,1019.602883
850.5,34.79,34.79,1035.617945
899.57,30.32,30.32,1042.110518
903.11,30.09,30.09,1043.769485
860.04,34.17,34.17,1039.480577
767.7,41.24,41.24,1020.938925
647.77,49.89,49.89,1005.4526
494.44,59.23,59.23,966.4713105
324.21,68.71,68.71,892.9225191
144.94,77.95,77.95,694.2727791
29.84,86.59,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
26.52,87.27,0,0
149.63,78.8,78.8,770.3580703
308.71,69.6,69.6,885.6418705
473.34,60.12,60.12,950.1287673
622.9,50.73,50.73,984.0821606
746.95,41.96,41.96,1004.48919
839.21,34.65,34.65,1020.141826
877.84,30.16,30.16,1015.283184
878.49,29.91,29.91,1013.475007
829.85,34.01,34.01,1001.097833
734.77,41.09,41.09,974.9122151
611.67,49.74,49.74,946.4807818
458.59,59.09,59.09,892.7351184
287.74,68.57,68.57,787.542877
137.34,77.8,77.8,649.90007
28.09,86.45,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
24.41,87.17,0,0
98.48,78.7,78.7,502.5870776
258.12,69.5,69.5,737.0489996
426.68,60.02,60.02,853.8763054
579.38,50.62,50.62,913.1849519
727.28,41.84,41.84,976.2010189
808.95,34.52,34.52,981.8207202
860.27,30,30,993.3542322
830.87,29.74,29.74,956.9088608
757.51,33.84,33.84,912.0078738
634.28,40.94,40.94,839.6653421
571.63,49.6,49.6,881.9818664
427.62,58.95,58.95,829.0649307
279.34,68.43,68.43,759.8241991
132.94,77.66,77.66,622.0508245
28.88,86.3,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
24.41,87.07,0,0
119.93,78.59,78.59,606.2323896
288.48,69.4,69.4,819.9143032
457.66,59.92,59.92,913.11262
608.29,50.52,50.52,956.7183841
735.57,41.73,41.73,985.6359197
833.28,34.38,34.38,1009.656172
879.3,29.85,29.85,1013.799302
883.62,29.58,29.58,1016.043728
848.08,33.69,33.69,1019.264508
761.39,40.79,40.79,1005.654288
643.06,49.46,49.46,989.3554159
495.25,58.81,58.81,956.3068429
331.77,68.3,68.3,897.2898165
168.93,77.52,77.52,781.725733
38.68,86.16,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
28.66,86.98,0,0
150.65,78.49,78.49,754.990402
319,69.3,69.3,902.4687488
488.12,59.83,59.83,971.2529184
642.18,50.43,50.43,1008.099485
768.66,41.62,41.62,1028.216506
868.73,34.26,34.26,1051.105778
908.79,29.7,29.7,1046.2319
917.3,29.43,29.43,1053.209703
872.18,33.54,33.54,1046.406349
791.98,40.65,40.65,1043.860225
663.64,49.33,49.33,1018.319194
510.81,58.68,58.68,982.6721006
302.16,68.16,68.16,812.2232385
148.66,77.39,77.39,680.9471421
7.16,86.02,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
28.34,86.89,0,0
149.17,78.4,78.4,741.8517118
321.87,69.22,69.22,907.2366901
488.2,59.74,59.74,968.795465
641.8,50.34,50.34,1005.592776
766.52,41.52,41.52,1023.767922
858.98,34.15,34.15,1037.953528
910.65,29.57,29.57,1047.020869
905.47,29.27,29.27,1037.995692
872.8,33.39,33.39,1045.339658
781.17,40.51,40.51,1027.459686
659.7,49.2,49.2,1009.610037
508.45,58.55,58.55,974.5008388
337.6,68.03,68.03,902.3816815
164.3,77.26,77.26,745.0328045
35.34,85.89,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
25.59,86.81,0,0
134.96,78.31,78.31,666.0863067
307.77,69.14,69.14,864.3143696
478.97,59.66,59.66,948.2108548
635.09,50.26,50.26,993.4072073
762.18,41.43,41.43,1016.558922
863.35,34.03,34.03,1041.756328
903.32,29.44,29.44,1037.260537
915.28,29.13,29.13,1047.809624
872.55,33.25,33.25,1043.362961
779.75,40.38,40.38,1023.610318
648.55,49.07,49.07,989.9463882
495.41,58.43,58.43,946.2698592
323,67.91,67.91,858.8996751
151.23,77.13,77.13,678.9539488
32.69,85.75,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
26.74,86.73,0,0
142.3,78.23,78.23,697.6054775
307.27,69.06,69.06,859.7607805
475.9,59.59,59.59,940.1714082
629.73,50.18,50.18,983.3725633
755.96,41.34,41.34,1006.868401
845.3,33.93,33.93,1018.777251
902.37,29.31,29.31,1034.847153
893.06,29,29,1021.083784
863.8,33.12,33.12,1031.368454
768.7,40.25,40.25,1007.16365
647.12,48.95,48.95,985.385818
496.29,58.3,58.3,944.4657937
331.63,67.79,67.79,877.3225278
159.32,77.01,77.01,708.7787944
34.66,85.62,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
24.14,86.66,0,0
120.51,78.16,78.16,587.3397211
272.69,68.99,68.99,760.5760388
442.33,59.52,59.52,872.0371459
586.88,50.11,50.11,915.1186787
713.32,41.27,41.27,949.0565232
808.05,33.84,33.84,972.8557543
853.15,29.2,29.2,977.3495507
858.21,28.87,28.87,980.0078747
823.57,32.98,32.98,981.7721429
734.16,40.12,40.12,960.0671479
602.73,48.83,48.83,915.5919884
446.88,58.19,58.19,847.8021354
302.9,67.66,67.66,796.8913917
158.12,76.88,76.88,696.5906498
40.67,85.49,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
17.04,86.58,0,0
47.84,78.09,78.09,231.8110637
135.69,68.93,68.93,377.4322124
196.34,59.45,59.45,386.2754884
179.59,50.04,50.04,279.6251586
236.05,41.2,41.2,313.7231828
218.22,33.74,33.74,262.4203632
304.4,29.09,29.09,348.3407104
338.8,28.74,28.74,386.4003981
359.77,32.86,32.86,428.2981966
260.09,40.01,40.01,339.5731177
214.32,48.71,48.71,324.7909822
186.09,58.08,58.08,351.9534802
107.5,67.55,67.55,281.5042173
58.1,76.77,76.77,253.8663235
18.02,85.37,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
17.74,86.52,0,0
77.12,78.02,78.02,371.5368827
153.84,68.87,68.87,426.7580965
210.18,59.4,59.4,412.8937126
295.85,49.98,49.98,460.0695331
365.91,41.12,41.12,485.720887
433.11,33.66,33.66,520.3514635
488.06,28.98,28.98,557.9174687
543.27,28.62,28.62,618.8883628
560.97,32.74,32.74,666.9215466
416.36,39.89,39.89,542.6462006
280.03,48.6,48.6,423.4462055
113.83,57.96,57.96,214.5666357
73.49,67.45,67.45,191.6349613
31.48,76.66,76.66,136.4370668
18.7,85.24,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
25.23,86.45,0,0
81.34,77.96,77.96,389.9431374
189.1,68.81,68.81,523.1534212
316.94,59.34,59.34,621.5210497
413.81,49.93,49.93,642.8385827
603.52,41.06,41.06,800.4008974
679.48,33.59,33.59,815.6848381
631.89,28.88,28.88,721.6378055
689.55,28.51,28.51,784.7086169
697.88,32.62,32.62,828.5760387
626.31,39.78,39.78,814.9698929
546.04,48.49,48.49,823.8994757
422.88,57.86,57.86,794.90238
280.54,67.34,67.34,728.1799821
154.5,76.55,76.55,664.2397989
47.3,85.12,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
35.86,86.4,0,0
153.16,77.91,77.91,731.2558246
305.73,68.77,68.77,844.2951971
480.16,59.3,59.3,940.4890033
595.33,49.88,49.88,923.8651238
608.35,41.01,41.01,806.1939819
617.76,33.52,33.52,740.992091
613.62,28.79,28.79,700.1671355
447.05,28.41,28.41,508.2622908
290.2,32.52,32.52,344.1635174
267.38,39.67,39.67,347.3667944
297.52,48.39,48.39,448.0340187
247.44,57.76,57.76,463.8338382
138.2,67.23,67.23,357.0756361
80.96,76.45,76.45,345.5490091
23.97,85,85,275.0249065
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
22.28,86.34,0,0
139.55,77.87,77.87,664.1111111
284.31,68.73,68.73,783.7340826
444.43,59.27,59.27,869.7378301
604.03,49.84,49.84,936.5905421
729.38,40.96,40.96,965.8520595
825.16,33.45,33.45,988.9650974
852.69,28.7,28.7,972.1184852
766.97,28.3,28.3,871.084301
699.8,32.41,32.41,828.9167151
609.03,39.57,39.57,790.0790762
456.81,48.29,48.29,686.5599805
341.64,57.66,57.66,638.6482901
207.36,67.14,67.14,533.7716265
100.2,76.35,76.35,424.5938676
30.78,84.89,84.89,345.5781256
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
23.47,86.3,0,0
87.63,77.83,77.83,415.6764649
179.5,68.69,68.69,493.9272596
294.45,59.23,59.23,575.5551278
393.16,49.8,49.8,609.1181614
548.98,40.91,40.91,726.4146305
644.97,33.39,33.39,772.4710351
626.67,28.63,28.63,713.9649098
746.38,28.21,28.21,846.9839363
706.75,32.32,32.32,836.3160484
659.76,39.48,39.48,854.7812817
479.51,48.2,48.2,719.4098133
412.64,57.56,57.56,769.2535465
276.44,67.05,67.05,708.9519638
128.47,76.25,76.25,540.5032614
39.15,84.78,84.78,430.3133904
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
22.3,86.26,0,0
67.71,77.79,77.79,320.1488305
158.62,68.66,68.66,435.8870818
274.77,59.2,59.2,536.6152306
392.87,49.77,49.77,608.2920562
526.73,40.88,40.88,696.6572678
548.23,33.34,33.34,656.2297551
673.76,28.56,28.56,767.1034914
635.9,28.12,28.12,721.005795
721.27,32.23,32.23,852.6516509
642.2,39.38,39.38,830.8374044
516.66,48.11,48.11,773.7875669
389.41,57.48,57.48,724.3570767
232.66,66.95,66.95,594.2263982
126.12,76.16,76.16,527.232444
33.5,84.67,84.67,360.6341067
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
15.97,86.23,0,0
37.17,77.76,77.76,175.3243088
126.55,68.63,68.63,347.2934652
131.1,59.18,59.18,255.8834319
186.58,49.75,49.75,288.7681093
197.81,40.84,40.84,261.4671274
240.26,33.3,33.3,287.4585833
360.19,28.5,28.5,409.8577449
320.92,28.05,28.05,363.6332464
288.38,32.14,32.14,340.5724851
289.42,39.3,39.3,374.0048609
275.45,48.02,48.02,411.8132412
208.46,57.39,57.39,386.8122285
125.65,66.87,66.87,319.8676803
68.77,76.08,76.08,285.8664598
29.64,84.58,84.58,313.797484
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
22.29,86.2,0,0
70.28,77.73,77.73,330.70019
149.95,68.62,68.62,411.3270473
232.52,59.16,59.16,453.5715281
363.59,49.73,49.73,562.4929195
431.12,40.82,40.82,569.6866328
642.05,33.26,33.26,767.8274747
701.21,28.44,28.44,797.4490998
681.76,27.97,27.97,771.9261575
598.95,32.05,32.05,706.6545134
436.37,39.22,39.22,563.2587869
319.01,47.94,47.94,476.1993909
241.95,57.31,57.31,447.978038
158.22,66.79,66.79,401.4693413
70.62,76,76,291.9123952
25.5,84.48,84.48,265.0914882
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
16.2,86.17,0,0
57.52,77.72,77.72,270.4414118
127.49,68.6,68.6,349.4056226
192.78,59.15,59.15,375.9417164
288.98,49.71,49.71,446.8832046
208.75,40.8,40.8,275.7613784
131.58,33.23,33.23,157.3024986
122.28,28.39,28.39,138.996944
213.76,27.91,27.91,241.8964389
205.05,31.98,31.98,241.7378184
256.17,39.14,39.14,330.2837077
223.13,47.87,47.87,332.6252272
254.46,57.23,57.23,470.1183005
188.37,66.71,66.71,476.4214777
118.85,75.92,75.92,488.5388664
38.37,84.39,84.39,392.5054748
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
31.33,86.16,0,0
134.79,77.71,77.71,633.2335381
298.89,68.59,68.59,818.7886002
449.52,59.14,59.14,876.3562466
600.64,49.7,49.7,928.6479456
709.61,40.79,40.79,937.2625579
823.59,33.2,33.2,984.2556461
726.01,28.34,28.34,824.8743567
790.95,27.84,27.84,894.4816332
527.06,31.91,31.91,620.8891065
475.17,39.07,39.07,612.0355094
366.48,47.79,47.79,545.4790039
203.2,57.16,57.16,374.7038712
138.58,66.64,66.64,349.5019557
111.95,75.85,75.85,457.9457104
44.84,84.3,84.3,451.4711335
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
31.33,86.14,0,0
58.73,77.7,77.7,275.6883702
136.26,68.59,68.59,373.2748993
242.72,59.14,59.14,473.1918228
344.6,49.7,49.7,532.7851659
451.32,40.78,40.78,596.0198549
640.93,33.18,33.18,765.7875216
727.62,28.31,28.31,826.470316
762.8,27.79,27.79,862.2498629
715.62,31.85,31.85,842.4683402
738.66,39,39,950.4778209
598.84,47.73,47.73,890.3027174
446.66,57.09,57.09,822.0923064
297.63,66.58,66.58,748.8145784
161.04,75.78,75.78,655.578149
47.65,84.23,84.23,473.9625701
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
23.77,86.14,0,0
90.05,77.7,77.7,422.7096499
186.06,68.59,68.59,509.6985746
305.06,59.14,59.14,594.7260112
423.89,49.7,49.7,655.3752292
658.47,40.77,40.77,869.454323
739.09,33.17,33.17,882.9690023
740.93,28.28,28.28,841.3513518
714.03,27.74,27.74,806.7507613
714.83,31.8,31.8,841.0826518
650.95,38.94,38.94,836.9068982
524.77,47.66,47.66,779.1353103
407.86,57.03,57.03,749.467337
272.79,66.52,66.52,684.6641377
142.52,75.73,75.73,578.1941373
46.09,84.16,84.16,452.9692768
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
30.05,86.13,0,0
81.21,77.7,77.7,381.2132223
196.91,68.6,68.6,539.6616295
320.1,59.15,59.15,624.2293983
393.55,49.71,49.71,608.5918927
495.9,40.78,40.78,654.892861
656.38,33.16,33.16,784.0683721
774.19,28.26,28.26,878.9542091
773.2,27.7,27.7,873.2839017
760.76,31.74,31.74,894.5444403
705.8,38.88,38.88,906.6591903
566.09,47.61,47.61,839.6800026
446.04,56.98,56.98,818.524517
302.84,66.45,66.45,757.9542089
158.86,75.66,75.66,641.4038938
46.98,84.09,84.09,456.2664809
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
29,86.14,0,0
98.34,77.71,77.71,461.9941104
201.47,68.61,68.61,552.4050241
322.14,59.16,59.16,628.3912441
460.76,49.73,49.73,712.820038
630.76,40.79,40.79,833.1164034
737.41,33.16,33.16,880.8614801
810.95,28.24,28.24,920.5159431
747.43,27.67,27.67,843.9463217
731.22,31.7,31.7,859.4387073
592.17,38.84,38.84,760.2641602
501.14,47.55,47.55,742.4884187
354.2,56.92,56.92,648.9443557
211.65,66.41,66.41,528.8749863
110.27,75.62,75.62,444.0072998
31.38,84.03,84.03,301.7083775
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
17.2,86.16,0,0
56.02,77.73,77.73,263.6002368
80.63,68.63,68.63,221.2743746
177.52,59.18,59.18,346.4868561
224.39,49.74,49.74,347.2147116
329.68,40.8,40.8,435.5114311
447.55,33.17,33.17,534.6747717
477.44,28.23,28.23,541.8952392
541.04,27.65,27.65,610.793235
496.8,31.66,31.66,583.6618729
492.49,38.79,38.79,631.8451419
424.63,47.51,47.51,628.6516531
330.84,56.88,56.88,605.4967479
218.3,66.36,66.36,544.4044
112.91,75.57,75.57,453.0953386
37.55,83.98,83.98,358.0432077
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
17.78,86.17,0,0
50.54,77.75,77.75,238.1965995
119.91,68.66,68.66,329.5121673
188.82,59.2,59.2,368.7581899
298.4,49.77,49.77,462.0214055
418.66,40.82,40.82,553.221854
593.6,33.18,33.18,709.2373158
685.71,28.23,28.23,778.2820553
717.16,27.62,27.62,809.3974759
638.55,31.62,31.62,749.8731921
518.92,38.75,38.75,665.3805932
391.15,47.46,47.46,578.5346049
291.73,56.84,56.84,533.3477949
216.16,66.31,66.31,537.9952189
111.59,75.53,75.53,446.5867788
39.71,83.93,83.93,375.5316312
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
21.04,86.19,0,0
80.08,77.77,77.77,378.0273202
164,68.68,68.68,451.074345
253.51,59.23,59.23,495.5305839
345.4,49.8,49.8,535.1241554
520.64,40.84,40.84,688.1868722
727.82,33.2,33.2,869.8028684
791.57,28.24,28.24,898.5175474
739.78,27.62,27.62,834.9267453
807.86,31.6,31.6,948.4964812
679.92,38.72,38.72,871.4553289
610.45,47.43,47.43,902.3778434
445.84,56.8,56.8,814.2256106
284.12,66.27,66.27,706.0159634
149.21,75.49,75.49,595.5322733
40.08,83.88,83.88,375.9456529
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
23.87,86.22,0,0
81.65,77.8,77.8,386.3720745
179.91,68.71,68.71,495.4988755
313,59.27,59.27,612.5327742
498.62,49.83,49.83,772.9851424
708.55,40.88,40.88,937.1338392
824.05,33.23,33.23,985.1430607
856.53,28.25,28.25,972.3453351
894.88,27.61,27.61,1009.882711
804.41,31.58,31.58,944.2431716
711.37,38.69,38.69,911.3824233
638.27,47.4,47.4,942.9644848
495.63,56.77,56.77,904.4321987
336.62,66.24,66.24,835.4793326
187.87,75.46,75.46,748.3195844
58.25,83.85,83.85,543.7230107
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
31.67,86.25,0,0
131.62,77.84,77.84,624.8505168
280.05,68.75,68.75,772.6837981
445.58,59.31,59.31,873.0138183
598.11,49.87,49.87,927.9870889
715.43,40.91,40.91,946.6625726
809.66,33.25,33.25,968.1614294
871.58,28.27,28.27,989.6159868
882.13,27.61,27.61,995.4941846
859.52,31.56,31.56,1008.716732
769.41,38.66,38.66,985.3282019
646.8,47.37,47.37,955.0228301
504.91,56.73,56.73,920.3858912
340.53,66.22,66.22,844.5142238
182.84,75.44,75.44,727.3053934
57.08,83.83,83.83,531.0814552
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
29.52,86.29,0,0
136.39,77.88,77.88,649.6003543
296.37,68.8,68.8,819.5516138
462.78,59.35,59.35,907.7813546
610.68,49.91,49.91,948.2754236
732.88,40.95,40.95,970.3397965
831.38,33.29,33.29,994.5888814
873.71,28.3,28.3,992.3139948
893.48,27.62,27.62,1008.394859
799.88,31.55,31.55,938.6237227
713.73,38.65,38.65,913.8952287
566.11,47.35,47.35,835.5644205
418.45,56.71,56.71,762.3749046
272.98,66.2,66.2,676.4544215
141.53,75.41,75.41,561.8489205
42.98,83.8,83.8,397.9653371
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
31.45,86.33,0,0
146.07,77.93,77.93,698.5433377
302.03,68.84,68.84,836.7093946
461.91,59.4,59.4,907.411432
636.91,49.96,49.96,990.0325958
760.95,41,41,1008.268637
848.18,33.33,33.33,1015.152509
907.81,28.33,28.33,1031.333891
909.71,27.63,27.63,1026.806063
625.88,31.55,31.55,734.4424358
769.2,38.64,38.64,984.7843244
649.38,47.33,47.33,958.1058819
501.85,56.7,56.7,914.0785839
337.88,66.18,66.18,836.616915
181.05,75.41,75.41,718.7362895
57.17,83.8,83.8,529.3550098
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
31.3,86.38,0,0
148.55,77.98,77.98,713.3146567
312.73,68.9,68.9,868.7021466
477.95,59.45,59.45,940.3095124
629.95,50.01,50.01,980.2321282
752.92,41.05,41.05,998.3865348
849.38,33.38,33.38,1017.172871
889.76,28.36,28.36,1011.113422
910.5,27.66,27.66,1027.97964
867.27,31.56,31.56,1017.811988
769.19,38.63,38.63,984.6341533
649.36,47.32,47.32,957.8950219
499.11,56.68,56.68,908.6051196
