ALLSKY_SFC_SW_DWN (Wh/m^2),Solar Zenith Angle (Degrees) ,Solar Zenith Angle (Degrees) REMOVED IF >85º,optimiced_moving_solar_ALLSKY_SFC_SW_DWN (Wh/m^2)
15.34,88.09,0,0
91.34,80.15,80.15,533.9354599
211.3,72.82,72.82,715.3628527
251.16,67.14,67.14,646.5185268
255.65,63.63,63.63,575.572935
319.84,62.71,62.71,697.5874993
314.01,64.49,64.49,729.1220781
231.35,68.76,68.76,638.6026246
149.84,75.02,75.02,579.6925222
52.88,82.24,82.24,391.6344658
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
20.42,87.89,0,0
121.59,79.84,79.84,689.2950961
222.26,72.5,72.5,739.1277467
297.59,66.8,66.8,755.4159452
353.16,63.28,63.28,785.4443844
328.14,62.36,62.36,707.3284472
251.16,64.16,64.16,576.2406927
198.14,68.44,68.44,539.1926192
110.74,74.72,74.72,420.2077029
40.18,82.48,82.48,307.016925
6.47,89.39,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
13.35,87.68,0,0
45.52,79.53,79.53,250.4943446
112.47,72.17,72.17,367.3163897
135.47,66.46,66.46,339.1929473
140.47,62.93,62.93,308.671864
129.9,62.01,62.01,276.7849339
117.51,63.81,63.81,266.25173
98.97,68.12,68.12,265.5744339
70.68,74.42,74.42,263.1582895
22.83,82.2,82.2,168.2194577
6.49,89.29,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
21.6,87.46,0,0
71.34,79.23,79.23,381.7689241
130.79,71.84,71.84,419.6403668
197.96,66.12,66.12,489.0045281
137.23,62.58,62.58,297.9959186
131.13,61.66,61.66,276.2360045
96.15,63.48,63.48,215.3366372
88.69,67.79,67.79,234.6281548
113.67,74.12,74.12,415.4248584
87.73,81.92,81.92,624.1656333
8.62,89.18,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
18.73,87.23,0,0
89.8,78.91,78.91,466.8556028
191.51,71.52,71.52,604.1827905
256.12,65.77,65.77,624.0732186
282.49,62.22,62.22,606.1004812
275.61,61.3,61.3,573.9202714
233.24,63.12,63.12,515.8768765
180.97,67.47,67.47,472.3004391
120.36,73.82,73.82,431.9305897
46.44,81.64,81.64,319.411577
7.15,89.06,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
14.91,86.98,0,0
46.05,78.59,78.59,232.7774663
87.38,71.18,71.18,270.8650073
137.45,65.41,65.41,330.3117087
203.43,61.86,61.86,431.3360731
282.79,60.94,60.94,582.2015589
303.38,62.78,62.78,663.2585318
243.34,67.14,67.14,626.3888291
137.11,73.52,73.52,483.3251992
54.72,81.36,81.36,364.2521911
6.45,88.94,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
15.36,86.72,0,0
63.39,78.27,78.27,311.8052333
120.54,70.84,70.84,367.2679185
167.31,65.06,65.06,396.780463
224.41,61.49,61.49,470.1535605
262.94,60.57,60.57,535.1271548
244.15,62.43,62.43,527.5132725
204.35,66.81,66.81,518.9426324
131.4,73.22,73.22,455.1475129
51.99,81.08,81.08,335.2998585
9.24,88.8,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
16.57,86.45,0,0
27.95,77.94,77.94,133.7730916
79.67,70.49,70.49,238.5533782
126.82,64.7,64.7,296.7536364
111.31,61.12,61.12,230.4665761
129.32,60.2,60.2,260.2148405
75.84,62.08,62.08,161.968817
49.95,66.48,66.48,125.1662748
52.48,72.91,72.91,178.5802374
16.72,80.8,80.8,104.577657
7.55,88.66,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
33.23,86.16,0,0
116.66,77.61,77.61,543.7050535
184.61,70.15,70.15,543.6759846
226.88,64.34,64.34,523.9360966
317.01,60.75,60.75,648.7847295
443.68,59.84,59.84,883.0921104
295.75,61.73,61.73,624.4363614
232.75,66.16,66.16,575.8516489
122.05,72.61,72.61,408.3657375
61.47,80.52,80.52,373.2165268
12.67,88.51,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
44.44,85.86,0,0
173.46,77.28,77.28,787.7859417
316.12,69.8,69.8,915.4985485
420.41,63.98,63.98,958.3417161
447.57,60.38,60.38,905.5623938
421.91,59.47,59.47,830.5487588
328.32,61.38,61.38,685.4304038
276.07,65.83,65.83,674.2535267
231.32,72.3,72.3,760.8383091
110.71,80.23,80.23,652.4114865
15.33,88.35,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
28.48,85.55,0,0
114.06,76.95,76.95,505.1344555
211.65,69.45,69.45,602.9491117
312.45,63.61,63.61,702.9580961
375.86,60,60,751.72
396.16,59.09,59.09,771.2029144
472.59,61.02,61.02,975.4093182
387.59,65.5,65.5,934.6426711
287.4,72,72,930.0459367
142.41,79.95,79.95,816.0679916
18.77,88.19,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
19.3,85.22,0,0
27.94,76.61,76.61,120.6504318
60.43,69.09,69.09,169.318642
84.29,63.23,63.23,187.1405545
97.69,59.62,59.62,193.1652983
74.28,58.72,58.72,143.0605196
58.35,60.66,60.66,119.0837831
47.76,65.16,65.16,113.6910796
56.72,71.7,71.7,180.6412827
30.03,79.66,79.66,167.3082538
10.43,88.01,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
32.19,84.88,84.88,360.7047005
89.83,76.27,76.27,378.475691
199.62,68.73,68.73,550.2760985
301.48,62.87,62.87,661.124462
467.98,59.24,59.24,915.0187473
476.86,58.34,58.34,908.5166715
410.85,60.3,60.3,829.2316316
316.98,64.84,64.84,745.5765362
217.72,71.39,71.39,682.2410973
110.05,79.38,79.38,597.1422409
21.7,87.83,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
59.55,84.52,84.52,623.5713889
168.5,75.92,75.92,692.6276734
332.73,68.38,68.38,903.0555779
388.14,62.49,62.49,840.3055362
454.53,58.86,58.86,878.9455837
493.62,57.97,57.97,930.7206334
451.82,59.95,59.95,902.2765532
394.31,64.5,64.5,915.9113503
259.91,71.09,71.09,801.9870585
121.24,79.1,79.1,641.1577037
22.33,87.64,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
47.42,84.16,84.16,466.0404232
163.22,75.58,75.58,655.4283808
283.34,68.02,68.02,757.020914
379.08,62.11,62.11,810.3886386
472.54,58.48,58.48,903.8704485
501.86,57.59,57.59,936.3511284
435.58,59.59,59.59,860.5166253
397.98,64.16,64.16,913.0923351
287.22,70.78,70.78,872.4886055
141.81,78.82,78.82,731.3868414
27.44,87.45,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
52.7,83.77,83.77,485.6253196
157.08,75.23,75.23,616.1461948
290.27,67.65,67.65,763.3392808
413.6,61.73,61.73,873.2607915
479.12,58.09,58.09,906.4173978
503.3,57.21,57.21,929.3496753
426.62,59.22,59.22,833.6606459
369.29,63.84,63.84,837.6214666
273.66,70.48,70.48,819.0081163
154.89,78.54,78.54,779.5805389
25.12,87.24,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
25.8,83.38,83.38,223.7953513
106.31,74.88,74.88,407.5655041
159.08,67.28,67.28,411.8810167
228.1,61.35,61.35,475.745668
248.59,57.7,57.7,465.21738
189.56,56.83,56.83,346.4656033
140.61,58.86,58.86,271.9040295
98.31,63.5,63.5,220.3282874
75.71,70.17,70.17,223.1815713
56,78.25,78.25,274.9927247
13.27,87.03,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
27.53,82.96,82.96,224.6205654
25.31,74.52,74.52,94.82881737
35.59,66.91,66.91,90.74993915
57.88,60.97,60.97,119.2744199
79.49,57.31,57.31,147.1782362
83.2,56.45,56.45,150.5434189
85.91,58.5,58.5,164.4215043
132.73,63.16,63.16,293.9752635
76.17,69.87,69.87,221.3270372
46.34,77.97,77.97,222.3354326
13.62,86.81,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
55.41,82.53,82.53,426.2076392
210.28,74.16,74.16,770.3920458
363.65,66.55,66.55,913.8114103
441.19,60.59,60.59,898.4518634
473.18,56.92,56.92,866.9324964
533.28,56.05,56.05,954.8959584
511.81,58.13,58.13,969.3486106
393.91,62.83,62.83,862.6418119
285.92,69.55,69.55,818.340894
144.33,77.69,77.69,676.9670929
33.05,86.59,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
45.1,82.09,82.09,327.7201378
62.28,73.81,73.81,223.367113
166.24,66.17,66.17,411.4603868
203.86,60.2,60.2,410.202578
306.19,56.52,56.52,555.0481138
297.07,55.67,55.67,526.7586032
240.4,57.77,57.77,450.7618871
196.38,62.5,62.5,425.2963504
134.46,69.25,69.25,379.5184907
63.55,77.41,77.41,291.5499933
19.21,86.36,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
80.98,81.62,81.62,555.6558176
162.75,73.45,73.45,571.3494035
277.69,65.8,65.8,677.4198498
365.45,59.81,59.81,726.7298865
359.31,56.13,56.13,644.72146
441.2,55.28,55.28,774.6242491
423.21,57.41,57.41,785.7247419
371.34,62.16,62.16,795.1536515
283.55,68.95,68.95,789.4315221
158.31,77.12,77.12,710.1974293
35.49,86.12,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
7.8,89.33,0,0
88.48,81.84,81.84,623.3711854
251.54,73.09,73.09,864.7873796
400.4,65.42,65.42,962.5847268
510.36,59.42,59.42,1003.182506
447.71,55.73,55.73,795.0900828
416.7,54.9,54.9,724.6890329
324.32,57.04,57.04,596.1179548
236.91,61.83,61.83,501.8330742
156.48,68.64,68.64,429.6225449
67.7,76.84,76.84,297.3587408
21.44,85.87,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
5.8,89.19,0,0
45.24,81.48,81.48,305.3566321
112.48,72.73,72.73,378.8800999
177.26,65.05,65.05,420.2194661
220.59,59.03,59.03,428.672042
206.8,55.34,55.34,363.6328981
241.84,54.51,54.51,416.5627033
172.34,56.68,56.68,313.7364635
201.95,61.49,61.49,423.0983982
122.96,68.34,68.34,333.1364477
59.69,76.56,76.56,256.8118464
23.39,85.62,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
8.46,89.04,0,0
99.23,81.13,81.13,643.5438354
143.7,72.37,72.37,474.4626524
248.8,64.67,64.67,581.5377908
320.11,58.64,58.64,615.1068907
341.55,54.95,54.95,594.7332669
376.49,54.12,54.12,642.3762232
319.84,56.31,56.31,576.6007793
282.05,61.16,61.16,584.7227818
189.28,68.04,68.04,506.1514654
95.06,76.28,76.28,400.7972665
23.49,85.35,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
11.52,88.88,0,0
119.51,80.78,80.78,745.8850864
236.91,72.01,72.01,767.0689128
378.09,64.29,64.29,871.5439237
464.92,58.24,58.24,883.2698949
543.88,54.55,54.55,937.7366117
493.8,53.73,53.73,834.6981349
508.02,55.95,55.95,907.3144058
420.25,60.83,60.83,862.2236713
318.72,67.73,67.73,841.0127357
188.88,76.01,76.01,781.2947792
50.8,85.09,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
11.58,88.7,0,0
111.26,80.43,80.43,669.22319
255.14,71.64,71.64,810.0029178
407.53,63.91,63.91,926.6627638
431.08,57.85,57.85,810.0911782
435.85,54.14,54.14,744.0167574
471.84,53.34,53.34,790.2653771
444.09,55.58,55.58,785.6454334
411.53,60.49,60.49,835.4659028
287.51,67.43,67.43,749.0909382
158.42,75.73,75.73,642.6993771
36.4,84.81,84.81,402.3932929
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
10.61,88.52,0,0
81.58,80.08,80.08,473.5508174
193.51,71.27,71.27,602.6304383
265.35,63.53,63.53,595.3166644
318.34,57.46,57.46,591.8329408
478.48,53.74,53.74,808.9943091
411.25,52.95,52.95,682.5593199
404.9,55.22,55.22,709.8192627
332.95,60.16,60.16,669.1390957
240.69,67.13,67.13,619.3110092
117.8,75.45,75.45,468.9027949
27.41,84.53,84.53,287.5439712
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
12.16,88.31,0,0
61.15,79.72,79.72,342.65619
141.02,70.91,70.91,431.183977
213.16,63.15,63.15,471.9517948
264.71,57.06,57.06,486.8136034
371.39,53.34,53.34,622.0258105
388.31,52.56,52.56,638.7409897
320.96,54.85,54.85,557.494191
253.4,59.83,59.83,504.2110332
167.87,66.83,66.83,426.6500917
97.25,75.17,75.17,379.9541275
31.2,84.24,84.24,310.8755171
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
17.89,88.09,0,0
133.16,79.37,79.37,721.867487
306.98,70.54,70.54,921.4504189
461.97,62.77,62.77,1009.630221
573.62,56.66,56.66,1043.692762
640.73,52.95,52.95,1063.43157
629.38,52.17,52.17,1026.184191
617.98,54.49,54.49,1063.932651
527.47,59.5,59.5,1039.271193
397.58,66.53,66.53,998.2704076
226.69,74.89,74.89,869.6335641
71.73,83.95,83.95,680.5741278
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
17,87.87,0,0
133.97,79.01,79.01,702.7467481
269.27,70.17,70.17,793.7670282
396.21,62.38,62.38,854.6277556
468.23,56.27,56.27,843.2323016
472.2,52.54,52.54,776.3798795
478.32,51.78,51.78,773.1265486
393.99,54.12,54.12,672.2351408
311.38,59.17,59.17,607.5795698
216.19,66.23,66.23,536.3635464
120.17,74.62,74.62,453.0962804
38.63,83.65,83.65,349.2714186
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
19.07,87.62,0,0
52.09,78.65,78.65,264.6825153
119.02,69.8,69.8,344.6875783
200.27,62,62,426.5860083
247.3,55.88,55.88,440.8765412
275.38,52.14,52.14,448.6958936
258.23,51.39,51.39,413.8195252
282.57,53.77,53.77,478.0990873
240.15,58.84,58.84,464.1209962
157.7,65.93,65.93,386.6594444
91.12,74.34,74.34,337.5711323
28.79,83.34,83.34,248.2381369
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
18.48,87.37,0,0
69.45,78.3,78.3,342.4770762
153.93,69.44,69.44,438.3121558
246.29,61.62,61.62,518.1593238
297.66,55.48,55.48,525.2571313
332.29,51.74,51.74,536.6171883
392.52,51,51,623.720454
272.59,53.4,53.4,457.1932696
236.31,58.52,58.52,452.5269826
175.99,65.63,65.63,426.510552
93.72,74.07,74.07,341.4671054
31.66,83.03,83.03,260.8990221
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
15.26,87.1,0,0
46.75,77.94,77.94,223.7528455
123.09,69.07,69.07,344.5707239
232.12,61.24,61.24,482.4357601
303.41,55.09,55.09,530.1691901
177.47,51.34,51.34,284.0894262
148.43,50.61,50.61,233.8969756
177.32,53.04,53.04,294.9153266
211.23,58.19,58.19,400.7367639
174.19,65.34,65.34,417.4888361
83.56,73.8,73.8,299.5077556
27.89,82.71,82.71,219.7940961
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
19,86.82,0,0
90.89,77.58,77.58,422.594338
196.23,68.7,68.7,540.2046395
305.07,60.86,60.86,626.4975118
373.02,54.69,54.69,645.3632565
559.7,50.94,50.94,888.2239562
477.58,50.23,50.23,746.5601386
482.57,52.68,52.68,795.9706983
468.16,57.86,57.86,880.0167854
352.18,65.04,65.04,834.5785647
207.79,73.52,73.52,732.4786168
66.3,82.38,82.38,499.9910194
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
24.02,86.52,0,0
118.18,77.23,77.23,534.6594885
250.19,68.34,68.34,677.8416383
386.84,60.48,60.48,785.0995213
493.34,54.29,54.29,845.2191559
510.32,50.54,50.54,802.9714984
533.15,49.84,49.84,826.6861704
566.17,52.32,52.32,926.2482555
499.67,57.53,57.53,930.7303972
383.98,64.75,64.75,900.1597259
116.62,73.25,73.25,404.6547887
62.05,82.05,82.05,448.6335347
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
33.91,86.22,0,0
172.79,76.87,76.87,760.6491018
339.23,67.97,67.97,904.3914213
486.99,60.09,60.09,976.6383428
601.17,53.9,53.9,1020.32199
689.61,50.13,50.13,1075.754318
697.29,49.45,49.45,1072.570057
653.52,51.96,51.96,1060.545027
557.39,57.21,57.21,1029.227529
428.47,64.45,64.45,993.4416965
259.14,72.98,72.98,885.3267185
88.11,81.71,81.71,611.0963022
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
36.3,85.9,0,0
185.05,76.51,76.51,793.2675365
359.68,67.6,67.6,943.8676484
512.56,59.71,59.71,1016.224126
626.2,53.5,53.5,1052.750523
689.26,49.73,49.73,1066.321598
707.54,49.06,49.06,1079.771381
664.26,51.6,51.6,1069.407347
574.39,56.89,56.89,1051.518412
443.34,64.16,64.16,1017.162561
276.11,72.71,72.71,929.0119517
94.51,81.95,81.95,674.8920048
8.2,89.42,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
43.78,85.57,0,0
200.12,76.16,76.16,836.5822764
378.55,67.23,67.23,978.0823591
538.01,59.33,59.33,1054.73
659.9,53.1,53.1,1099.063576
721.73,49.34,49.34,1107.680132
722.43,48.67,48.67,1093.936307
687.97,51.24,51.24,1098.889026
589.23,56.56,56.56,1069.25983
452.38,63.88,63.88,1027.546426
281.91,72.44,72.44,934.3915209
95.91,81.7,81.7,664.3981993
8.33,89.33,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
44.92,85.23,0,0
206.12,75.8,75.8,840.2519119
347.02,66.88,66.88,883.7712434
519.73,58.95,58.95,1007.646781
617.34,52.71,52.71,1018.965839
678.34,48.94,48.94,1032.718328
672.73,48.29,48.29,1011.075711
640.13,50.88,50.88,1014.554859
552.82,56.24,56.24,994.7898804
410.44,63.59,63.59,922.7694249
250.95,72.17,72.17,819.578981
90.58,81.44,81.44,608.5524193
7.78,89.23,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
39.16,84.87,84.87,437.953867
184.78,75.45,75.45,735.5166252
350.62,66.51,66.51,879.6529633
494.41,58.57,58.57,948.1328171
603.17,52.32,52.32,986.7798723
663.2,48.54,48.54,1001.665893
674.84,47.91,47.91,1006.777428
647.78,50.53,50.53,1019.044174
547.27,55.93,55.93,976.9096342
413.98,63.3,63.3,921.3498679
254.9,71.91,71.91,820.9061417
86.77,81.18,81.18,565.900714
7.31,89.12,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
28.33,84.5,84.5,295.5790868
136.68,75.09,75.09,531.2057046
271.06,66.14,66.14,670.1059167
457.16,58.2,58.2,867.5490504
540.77,51.93,51.93,876.9853544
599.09,48.15,48.15,897.9398595
510.29,47.52,47.52,755.6126311
544.03,50.18,50.18,849.545322
449.26,55.61,55.61,795.3996414
332.48,63.01,63.01,732.6010831
199.42,71.64,71.64,633.1064587
73.47,80.93,80.93,466.0588475
7.91,89.02,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
60.52,84.12,84.12,590.7542062
193.45,74.74,74.74,734.9935249
353.25,65.78,65.78,861.0783821
482.58,57.82,57.82,906.1159166
635.44,51.54,51.54,1021.660079
505.25,47.75,47.75,751.4499443
597.27,47.14,47.14,878.0679819
512.02,49.83,49.83,793.7584786
490.24,55.29,55.29,860.9416811
361.25,62.73,62.73,788.4383398
216.9,71.38,71.38,679.319478
90.45,80.67,80.67,557.9182856
10.36,88.9,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
53.09,83.73,83.73,486.1104655
191.23,74.39,74.39,710.6599209
348.42,65.42,65.42,837.6218045
435.84,57.45,57.45,810.0582206
589.8,51.15,51.15,940.244462
605.45,47.36,47.36,893.7986543
503.84,46.76,46.76,735.472876
431.4,49.48,49.48,663.9850326
355.35,54.98,54.98,619.2251619
277.44,62.45,62.45,599.8410884
162.35,71.12,71.12,501.7195485
62,80.42,80.42,372.5411704
9.13,88.77,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
44.7,83.32,83.32,384.2713588
220.89,74.04,74.04,803.3350966
364.47,65.06,65.06,864.3510571
469.85,57.07,57.07,864.3081313
503.9,50.76,50.76,796.5914777
555.88,46.96,46.96,814.4657187
572.32,46.38,46.38,829.6028296
587.91,49.12,49.12,898.2898739
543.3,54.66,54.66,939.2710929
421.49,62.16,62.16,902.5402935
263.24,70.85,70.85,802.4572488
116.1,80.17,80.17,680.0392722
11.17,88.64,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
79.55,82.91,82.91,644.5038352
151.18,73.7,73.7,538.6459997
333.53,64.7,64.7,780.44662
551.33,56.7,56.7,1004.202343
664.6,50.38,50.38,1042.194431
679.23,46.57,46.57,988.0171121
649.02,46,46,934.3009853
610.12,48.78,48.78,925.894363
466.09,54.35,54.35,799.6982835
343.99,61.88,61.88,729.8441945
210.16,70.59,70.59,632.3915611
84.34,79.92,79.92,481.879362
10.27,88.5,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
45.16,82.48,82.48,345.0692965
135.79,73.34,73.34,473.6445801
240.75,64.35,64.35,556.168282
364.63,56.33,56.33,657.6916503
520.16,49.98,49.98,808.8888569
573.37,46.18,46.18,828.096591
534.51,45.62,45.62,764.2255896
449.52,48.44,48.44,677.5961665
321.06,54.05,54.05,546.87697
307.77,61.6,61.6,647.08649
192.91,70.34,70.34,573.389611
84.33,79.67,79.67,470.2835462
11.77,88.36,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
50.23,82.05,82.05,363.1726422
137.55,73,73,470.4627629
242.37,63.99,63.99,552.6898964
332.46,55.96,55.96,593.9208651
456.14,49.6,49.6,703.7895291
475.2,45.8,45.8,681.617594
598.73,45.25,45.25,850.4509625
