hour,kWh per capita
240,0.7481666666666668
241,0.693625
242,0.6601875
243,0.6474708333333332
244,0.6424041666666668
245,0.6589041666666667
246,0.7256791666666668
247,0.8471125
248,0.9470416666666664
249,0.9794291666666665
250,0.994825
251,0.9872083333333334
252,0.9702083333333333
253,0.9581333333333334
254,0.9258875
255,0.9054458333333334
256,0.8951125
257,0.8972
258,0.9443708333333334
259,0.9758208333333334
260,0.9716
261,0.9560833333333334
262,0.8952208333333334
263,0.8236791666666666
264,0.7651333333333332
265,0.7067958333333332
266,0.6579416666666668
267,0.6331833333333332
268,0.6208208333333333
269,0.6184375
270,0.6337
271,0.6721791666666668
272,0.7239041666666668
273,0.791125
274,0.8521791666666666
275,0.8615291666666666
276,0.8428291666666666
277,0.8346416666666666
278,0.8203666666666666
279,0.7896791666666668
280,0.7667083333333332
281,0.7639583333333332
282,0.8184791666666668
283,0.8538583333333334
284,0.8678833333333333
285,0.8705875
286,0.8354
287,0.7794875
288,0.711225
289,0.6538541666666667
290,0.6134625
291,0.5903
292,0.5784708333333333
293,0.5767625
294,0.5876458333333332
295,0.6122083333333332
296,0.6334708333333332
297,0.682125
298,0.7469
299,0.7778625
300,0.7717041666666667
301,0.772625
302,0.771275
303,0.7371625
304,0.7182
305,0.7154875
306,0.77685
307,0.8338583333333334
308,0.8633916666666666
309,0.8675916666666666
310,0.83305
311,0.7682666666666668
312,0.697425
313,0.6393083333333333
314,0.6147333333333332
315,0.6002833333333332
316,0.5995291666666668
317,0.6167208333333332
318,0.68925
319,0.8186541666666668
320,0.912625
321,0.9490791666666665
322,0.9651375
323,0.9566958333333334
324,0.9387666666666664
325,0.930075
326,0.8985541666666667
327,0.880425
328,0.8717708333333334
329,0.8691208333333333
330,0.9118458333333334
331,0.9552833333333334
332,0.9690666666666664
333,0.9519291666666664
334,0.883725
335,0.798975
336,0.7288958333333332
337,0.6738166666666668
338,0.64495
339,0.6321041666666668
340,0.6297708333333332
341,0.6459083333333332
342,0.708
343,0.8325625
344,0.9164458333333334
345,0.9462541666666664
346,0.9594541666666664
347,0.9532375
348,0.9358083333333334
349,0.925175
350,0.8914375
351,0.8787666666666666
352,0.8732041666666666
353,0.8735083333333334
354,0.91725
355,0.9596458333333334
356,0.9763291666666665
357,0.9558041666666665
358,0.8876875
359,0.8004541666666668
360,0.7334541666666667
361,0.6796375
362,0.6482333333333332
363,0.6320958333333332
364,0.6324916666666668
365,0.6495291666666668
366,0.7093041666666667
367,0.8329416666666666
368,0.9227833333333334
369,0.9498125
370,0.9615666666666665
371,0.9569625
372,0.9417
373,0.9342958333333334
374,0.9025625
375,0.8899791666666667
376,0.8833208333333334
377,0.8832291666666666
378,0.9204375
379,0.9580625
380,0.9689708333333334
381,0.9496708333333334
382,0.8837291666666666
383,0.7979791666666668
384,0.7320916666666668
385,0.6786041666666668
386,0.64935
387,0.6350958333333332
388,0.633875
389,0.6451541666666668
390,0.7075208333333333
391,0.8288208333333333
392,0.9113083333333334
393,0.9393166666666665
394,0.9522125
395,0.9521791666666665
396,0.9416041666666665
397,0.9387541666666664
398,0.9131291666666664
399,0.9013416666666664
400,0.8942791666666666
401,0.8978375
402,0.9330875
403,0.9671541666666664
404,0.9769958333333334
405,0.9589791666666664
406,0.8896291666666666
407,0.8072041666666668
408,0.7384125
409,0.687125
410,0.6519708333333332
411,0.6345
412,0.6340625
413,0.649525
414,0.7095833333333332
415,0.8398666666666667
416,0.922925
417,0.9500458333333334
418,0.9688833333333334
419,0.9677791666666664
420,0.9550875
421,0.9480041666666664
422,0.915625
423,0.891475
424,0.8842291666666666
425,0.8888833333333334
426,0.9226833333333334
427,0.9494833333333333
428,0.9476958333333334
429,0.9305541666666665
430,0.8755
431,0.8022958333333332
432,0.7429708333333332
433,0.68615
434,0.6466583333333332
435,0.6242791666666668
436,0.6138291666666668
437,0.6124791666666668
438,0.6235708333333332
439,0.6625541666666668
440,0.7103958333333332
441,0.7872958333333332
442,0.8484291666666666
443,0.8616291666666666
444,0.8524791666666666
445,0.8527291666666666
446,0.8381333333333334
447,0.8028291666666668
448,0.7829333333333333
449,0.780225
450,0.8229416666666666
451,0.8533041666666666
452,0.8616333333333334
453,0.8522916666666666
454,0.8151791666666668
455,0.7567083333333332
456,0.6982958333333332
457,0.6411333333333332
458,0.5975833333333332
459,0.5745375
460,0.5660791666666668
461,0.5637708333333332
462,0.5703333333333332
463,0.5892625
464,0.6093125
465,0.6627
466,0.7282875
467,0.7638083333333332
468,0.7690083333333332
469,0.7825875
470,0.7760916666666667
471,0.7380041666666668
472,0.7131208333333332
473,0.7040416666666668
474,0.7504541666666668
475,0.803175
476,0.834175
477,0.8407625
478,0.8128125
479,0.7439333333333332
480,0.67565
481,0.6229416666666668
482,0.5916958333333332
483,0.5804125
484,0.5828333333333332
485,0.6043458333333332
486,0.678975
487,0.8112666666666668
488,0.9058125
489,0.9387583333333334
490,0.9573791666666664
491,0.9528875
492,0.9426625
493,0.93835
494,0.9077458333333334
495,0.8929166666666666
496,0.8854125
497,0.8849375
498,0.9153041666666665
499,0.9601958333333334
500,0.9748208333333334
501,0.95445
502,0.8820625
503,0.7979041666666667
504,0.7348458333333332
505,0.6791708333333332
506,0.6470833333333332
507,0.6323791666666668
508,0.6328291666666668
509,0.650225
510,0.7132625
511,0.8350416666666666
512,0.9236875
513,0.9554875
514,0.9752541666666664
515,0.9793333333333334
516,0.9699083333333334
517,0.9673125
518,0.94375
519,0.9298041666666664
520,0.9283833333333334
521,0.9336958333333334
522,0.9621708333333334
523,0.995775
524,1.0037416666666665
525,0.9775708333333334
526,0.9006583333333333
527,0.8114375
528,0.7464416666666668
529,0.6930458333333332
530,0.6557083333333332
531,0.6415
532,0.6370458333333332
533,0.6534708333333332
534,0.7174291666666668
535,0.8389333333333334
536,0.9209916666666664
537,0.9518083333333334
538,0.9659041666666665
539,0.9685166666666665
540,0.9535458333333334
541,0.9495333333333333
542,0.92065
543,0.9089041666666664
544,0.9028375
545,0.9041416666666664
546,0.9320541666666664
547,0.9692166666666664
548,0.9802208333333334
549,0.9543625
550,0.8843291666666666
551,0.7975333333333332
552,0.7309916666666668
553,0.6803291666666668
554,0.6485666666666667
555,0.6336125
556,0.6326541666666667
557,0.6460958333333332
558,0.7094416666666667
559,0.8273041666666666
560,0.9062416666666664
561,0.9270375
562,0.9363958333333334
563,0.9380666666666664
564,0.9297583333333334
565,0.9286458333333334
566,0.8985083333333334
567,0.8864041666666667
568,0.8772166666666666
569,0.8771875
570,0.9038708333333334
571,0.9481916666666664
572,0.958175
573,0.9355333333333334
574,0.8697125
575,0.7891875
576,0.7342875
577,0.6853916666666668
578,0.6480833333333332
579,0.6374333333333332
580,0.631825
581,0.6451791666666667
582,0.7056375
583,0.8249041666666667
584,0.8966708333333334
585,0.9233333333333333
586,0.9298791666666665
587,0.9173541666666665
588,0.9026666666666664
589,0.8942625
590,0.8625791666666666
591,0.8399833333333334
592,0.8276208333333334
593,0.8235291666666666
594,0.8475
595,0.8949833333333334
596,0.9023833333333334
597,0.8877625
598,0.8330791666666666
599,0.7684583333333332
600,0.720525
601,0.6705041666666668
602,0.6295625
603,0.61015
604,0.602375
605,0.5960166666666668
606,0.6078083333333332
607,0.647625
608,0.6881875
609,0.7563458333333332
610,0.8023583333333332
611,0.8036791666666668
612,0.7879625
613,0.7806458333333333
614,0.762325
615,0.7263791666666668
616,0.7066833333333332
617,0.6967125
618,0.7291958333333333
619,0.786325
620,0.8047291666666668
621,0.8070291666666668
622,0.7769
623,0.7263416666666668
624,0.6685291666666668
625,0.620125
626,0.584575
627,0.5610541666666667
628,0.5541458333333332
629,0.5534458333333332
630,0.5618625
631,0.5809375
632,0.6006541666666668
633,0.64855
634,0.7040583333333332
635,0.7295916666666667
636,0.7284583333333332
637,0.7321
638,0.7268125
639,0.691475
640,0.6702958333333332
641,0.6666541666666668
642,0.7068791666666668
643,0.7726208333333332
644,0.8095541666666668
645,0.8144458333333332
646,0.7873708333333332
647,0.7234166666666668
648,0.6605041666666668
649,0.6145375
650,0.5851416666666668
651,0.5738083333333333
652,0.5752041666666667
653,0.5969375
654,0.6730291666666668
655,0.7998583333333332
656,0.8807125
657,0.9129291666666665
658,0.9293125
659,0.9269666666666664
660,0.9169125
661,0.91285
662,0.8849041666666666
663,0.8685875
664,0.8585125
665,0.8554666666666666
666,0.8803625
667,0.929175
668,0.9372833333333334
669,0.9190208333333334
670,0.8483583333333334
671,0.7690666666666668
672,0.7048458333333332
673,0.658875
674,0.6275625
675,0.6183208333333332
676,0.61375
677,0.6292041666666668
678,0.6944125
679,0.812175
680,0.8853791666666666
681,0.9111583333333334
682,0.9271333333333334
683,0.92885
684,0.9284333333333334
685,0.9322708333333334
686,0.902975
687,0.888275
688,0.880425
689,0.8806791666666666
690,0.8967583333333334
691,0.9434875
692,0.9491625
693,0.9279625
694,0.8600583333333334
695,0.7789833333333332
696,0.7187666666666668
697,0.6713708333333333
698,0.6371541666666668
699,0.6243291666666668
700,0.619925
701,0.63475
702,0.6939125
703,0.8106958333333332
704,0.8876083333333334
705,0.9141875
706,0.9258958333333334
707,0.9232708333333334
708,0.9140583333333334
709,0.9106041666666664
710,0.88185
711,0.8706875
712,0.8682666666666666
713,0.8742083333333334
714,0.8997541666666666
715,0.9437375
716,0.9548208333333333
717,0.9319583333333334
718,0.8641125
719,0.7859583333333332
720,0.72085
721,0.6689
722,0.64265
723,0.6280625
724,0.6224291666666668
725,0.6375708333333332
726,0.7015291666666668
727,0.8142
728,0.8838041666666666
729,0.9092458333333334
730,0.9200458333333333
731,0.9223416666666664
732,0.9171541666666664
733,0.9123333333333334
734,0.8825291666666666
735,0.8651333333333334
736,0.8591333333333334
737,0.8581833333333334
738,0.880875
739,0.9221208333333334
740,0.9317916666666665
741,0.9094958333333334
742,0.8471208333333334
743,0.7720833333333332
744,0.7186541666666668
745,0.6733791666666668
746,0.6402166666666668
747,0.6313625
748,0.621925
749,0.631875
750,0.6952833333333333
751,0.8021916666666667
752,0.8664208333333334
753,0.891825
754,0.9082416666666664
755,0.9108166666666664
756,0.9024833333333334
757,0.9015958333333334
758,0.8711
759,0.8521916666666666
760,0.8451708333333334
761,0.8388166666666667
762,0.857275
763,0.9024333333333334
764,0.9045125
765,0.8871708333333334
766,0.8334583333333334
767,0.7691958333333332
768,0.7227583333333332
769,0.67445
770,0.63295
771,0.6117875
772,0.6010916666666668
773,0.6024208333333332
774,0.6154833333333332
775,0.65175
776,0.6901458333333332
777,0.7605458333333333
778,0.8170041666666668
779,0.8315125
780,0.8253875
781,0.8190541666666667
782,0.7986708333333332
783,0.7626875
784,0.7446666666666668
785,0.7359375
786,0.760475
787,0.8179291666666668
788,0.8340416666666666
789,0.8319833333333334
790,0.7994791666666667
791,0.7495708333333332
792,0.6945166666666668
793,0.6350166666666668
794,0.5968
795,0.5705458333333332
796,0.5641125
797,0.566375
798,0.5768958333333332
799,0.5992166666666668
800,0.6109625
801,0.6685333333333332
802,0.7255625
803,0.7519333333333332
804,0.7458625
805,0.7479583333333332
806,0.7465625
807,0.7108041666666668
808,0.6906541666666668
809,0.6831166666666668
810,0.7145791666666668
811,0.7923208333333333
812,0.8350875
813,0.8379458333333334
814,0.8119
815,0.7528416666666667
816,0.6829708333333332
817,0.6330375
818,0.6032875
819,0.5945833333333332
820,0.5873916666666668
821,0.6092083333333332
822,0.6822083333333332
823,0.816225
824,0.9028291666666665
825,0.9450583333333334
826,0.9561041666666664
827,0.9521083333333334
828,0.94155
829,0.927725
830,0.8981708333333334
831,0.8836291666666666
832,0.8753916666666666
833,0.8700541666666666
834,0.887875
835,0.94455
836,0.9597708333333334
837,0.9445458333333334
838,0.8710541666666666
839,0.7888916666666668
840,0.7283
841,0.6748333333333332
842,0.6433208333333332
843,0.6311
844,0.6285041666666668
845,0.6438583333333332
846,0.70715
847,0.8249208333333334
848,0.9019291666666664
849,0.9290958333333333
850,0.9377291666666664
851,0.9275333333333334
852,0.9141958333333334
853,0.9052416666666664
854,0.8735083333333334
855,0.8548083333333334
856,0.84715
857,0.8407375
858,0.8577166666666666
859,0.9241
860,0.9431333333333334
861,0.932425
862,0.8611791666666666
863,0.77945
864,0.7198125
865,0.6686666666666667
866,0.6358375
867,0.6242166666666668
868,0.6242666666666667
869,0.6360458333333332
870,0.70095
871,0.8179708333333332
872,0.8900875
873,0.9154666666666664
874,0.9120041666666664
875,0.9022
876,0.8890833333333334
877,0.8822333333333334
878,0.854975
879,0.8375583333333334
880,0.82865
881,0.8221916666666667
882,0.8355708333333334
883,0.9067333333333334
884,0.9289291666666665
885,0.9096791666666664
886,0.8406333333333333
887,0.76315
888,0.7031166666666668
889,0.6573625
890,0.6256208333333332
891,0.6127166666666668
892,0.6116083333333332
893,0.6269875
894,0.6884791666666668
895,0.8023333333333332
896,0.8749166666666666
897,0.9032083333333334
898,0.9113791666666664
899,0.9009
900,0.8881916666666666
901,0.8791291666666666
902,0.8498625
903,0.8343666666666666
904,0.8249041666666667
905,0.8170333333333332
906,0.8319583333333334
907,0.8956833333333334
908,0.916325
909,0.9009958333333334
910,0.8417583333333334
911,0.7652791666666667
912,0.7088125
913,0.6596583333333332
914,0.6273
915,0.6108583333333332
916,0.6128625
917,0.6258083333333332
918,0.6881291666666668
919,0.8049291666666668
920,0.8748041666666666
921,0.9031458333333334
922,0.9073416666666664
923,0.8963416666666666
924,0.8777291666666666
925,0.8699708333333334
926,0.8394
927,0.8169666666666668
928,0.8076916666666668
929,0.7985958333333332
930,0.8110375
931,0.8707458333333334
932,0.8815291666666666
933,0.87115
934,0.8195625
935,0.7537041666666668
936,0.7075
937,0.6599708333333332
938,0.622825
939,0.6026375
940,0.5912958333333332
941,0.5864
942,0.6035416666666668
943,0.6356541666666667
944,0.6743083333333332
945,0.7472
946,0.7952125
947,0.794525
948,0.7808875
949,0.7764041666666668
950,0.7573458333333332
951,0.7244708333333332
952,0.7019166666666667
953,0.6914875
954,0.7146958333333332
955,0.7791666666666668
956,0.7995791666666668
957,0.8028916666666668
958,0.7724125
959,0.7187166666666668
960,0.6678791666666668
961,0.6184458333333333
962,0.5772791666666668
963,0.5581166666666668
964,0.5470166666666667
965,0.5445291666666667
966,0.552225
967,0.5715625
968,0.5884791666666668
969,0.63745
970,0.6932541666666668
971,0.7190416666666668
972,0.7178125
973,0.724925
974,0.724725
975,0.69105
976,0.6642791666666668
977,0.6631833333333332
978,0.6873125
979,0.7607416666666668
980,0.7936916666666668
981,0.79755
982,0.7682958333333332
983,0.7140375
984,0.653425
985,0.6073458333333333
986,0.5766083333333332
987,0.5667458333333332
988,0.5660291666666668
989,0.5813416666666668
990,0.6595416666666668
991,0.7769166666666668
992,0.8472666666666666
993,0.8778916666666666
994,0.8846125
995,0.8825291666666666
996,0.8738791666666667
997,0.8675875
998,0.841125
999,0.8225375
1000,0.8128791666666668
1001,0.80515
1002,0.8125666666666668
1003,0.8768166666666666
1004,0.901225
1005,0.8875208333333334
1006,0.8223375
1007,0.7459208333333333
1008,0.6955
1009,0.6541791666666668
1010,0.6240041666666668
1011,0.61135
1012,0.6108666666666668
1013,0.6237
1014,0.6885583333333332
1015,0.8030458333333332
1016,0.8672416666666666
1017,0.8974708333333334
1018,0.90175
1019,0.8891458333333334
1020,0.8830083333333334
1021,0.8751583333333334
1022,0.8471541666666667
1023,0.8271791666666666
1024,0.8218625
1025,0.814525
1026,0.8188708333333332
1027,0.8855416666666666
1028,0.9122208333333334
1029,0.8949541666666666
1030,0.8272416666666667
1031,0.7474166666666668
1032,0.6938875
1033,0.650725
1034,0.6203291666666668
1035,0.6091375
1036,0.6049291666666667
1037,0.6220458333333332
1038,0.68275
1039,0.8050458333333332
1040,0.8691708333333334
1041,0.8947333333333334
1042,0.8992
1043,0.8894291666666666
1044,0.8758541666666666
1045,0.8655041666666666
1046,0.8352125
1047,0.8187375
1048,0.8097291666666668
1049,0.8023541666666668
1050,0.8047666666666667
1051,0.8753833333333334
1052,0.9054458333333334
1053,0.8912666666666667
1054,0.8247041666666666
1055,0.7475541666666667
1056,0.6928875
1057,0.6489416666666667
1058,0.6154166666666668
1059,0.6047458333333332
1060,0.6014541666666667
1061,0.6141291666666668
1062,0.6770416666666668
1063,0.7965041666666668
1064,0.8600416666666666
1065,0.8835541666666666
1066,0.8885
1067,0.8795708333333334
1068,0.8703541666666667
1069,0.8605083333333334
1070,0.8341083333333333
1071,0.8199708333333334
1072,0.811575
1073,0.806975
1074,0.8089833333333332
1075,0.8733291666666666
1076,0.9002333333333334
1077,0.8866166666666666
1078,0.825
1079,0.7484875
1080,0.6979333333333332
1081,0.6519958333333332
1082,0.6214416666666668
1083,0.6090375
1084,0.605725
1085,0.6189166666666668
1086,0.6821291666666668
1087,0.7987333333333332
1088,0.8574
1089,0.8867666666666666
1090,0.889225
1091,0.8876041666666666
1092,0.8735333333333334
1093,0.8634708333333334
1094,0.834625
1095,0.8115541666666668
1096,0.7979708333333332
1097,0.7884583333333333
1098,0.7927791666666668
1099,0.8562625
1100,0.8729041666666666
1101,0.8583333333333334
1102,0.8016541666666668
1103,0.7419333333333332
1104,0.6944291666666668
1105,0.6470166666666668
1106,0.6093
1107,0.58875
1108,0.579625
1109,0.5753125
1110,0.5896583333333332
1111,0.6267625
1112,0.665475
1113,0.7351416666666668
1114,0.7783125
1115,0.7772875
1116,0.764225
1117,0.7581541666666668
1118,0.743025
1119,0.7087416666666668
1120,0.6875291666666667
1121,0.6736958333333332
1122,0.6913958333333332
1123,0.7602041666666668
1124,0.7885583333333333
1125,0.7885125
1126,0.7547291666666668
1127,0.7015791666666668
1128,0.6495083333333332
1129,0.600375
1130,0.568575
1131,0.5466166666666668
1132,0.5347375
1133,0.5348708333333332
1134,0.5426083333333332
1135,0.5625375
1136,0.576575
1137,0.6326666666666668
1138,0.679275
1139,0.6986958333333332
1140,0.6919833333333332
1141,0.6940375
1142,0.6893416666666667
1143,0.6592958333333332
1144,0.6391125
1145,0.6361833333333332
1146,0.655475
1147,0.7332
1148,0.7800916666666667
1149,0.7822416666666668
1150,0.7533875
1151,0.6990916666666668
1152,0.6385708333333332
1153,0.5957333333333332
1154,0.5711041666666667
1155,0.5597875
1156,0.5575708333333332
1157,0.5796
1158,0.6512833333333332
1159,0.7716916666666668
1160,0.8432583333333334
1161,0.8772583333333334
1162,0.884175
1163,0.88655
1164,0.8792708333333334
1165,0.8733958333333334
1166,0.8458041666666666
1167,0.8286791666666666
1168,0.8175333333333332
1169,0.81125
1170,0.8148833333333332
1171,0.87865
1172,0.9012416666666664
1173,0.884525
1174,0.8158958333333333
1175,0.7370125
1176,0.6858
1177,0.6403125
1178,0.6106458333333332
1179,0.5975791666666668
1180,0.6014416666666668
1181,0.6184375
1182,0.682825
1183,0.7940125
1184,0.8529916666666666
1185,0.8843
1186,0.8881833333333334
1187,0.883975
1188,0.872775
1189,0.8658333333333333
1190,0.8374
1191,0.8202541666666666
1192,0.8056416666666668
1193,0.7992583333333332
1194,0.8040208333333332
1195,0.8733541666666667
1196,0.9043458333333334
1197,0.8850291666666666
1198,0.8173541666666668
1199,0.7360958333333332
1200,0.6866666666666668
1201,0.6401875
1202,0.60975
1203,0.5964208333333332
1204,0.5963625
1205,0.6095583333333332
1206,0.6740458333333332
1207,0.7868125
1208,0.8464541666666666
1209,0.87485
1210,0.8791791666666666
1211,0.8709125
1212,0.8603791666666666
1213,0.8555
1214,0.8264833333333333
1215,0.8128166666666667
1216,0.8000208333333332
1217,0.7896208333333332
1218,0.7918166666666668
1219,0.8584208333333334
1220,0.8979333333333334
1221,0.8832625
1222,0.8276791666666666
1223,0.7553583333333332
1224,0.7029958333333333
1225,0.6594208333333332
1226,0.6350125
1227,0.6199541666666668
1228,0.6183041666666668
1229,0.6313041666666668
1230,0.6819583333333332
1231,0.7859166666666668
1232,0.8384875
1233,0.8694208333333334
1234,0.8727375
1235,0.8639291666666666
1236,0.8557583333333334
1237,0.8496166666666666
1238,0.822125
1239,0.8038958333333333
1240,0.7912708333333333
1241,0.7839875
1242,0.78665
1243,0.8570375
1244,0.8879125
1245,0.8749333333333333
1246,0.8124041666666668
1247,0.7385666666666668
1248,0.6860583333333332
1249,0.6419375
1250,0.6112375
1251,0.6002416666666668
1252,0.5970791666666668
1253,0.6141375
1254,0.6761166666666668
1255,0.7905583333333333
1256,0.8477166666666666
1257,0.8739416666666666
1258,0.8724
1259,0.859175
1260,0.8469208333333333
1261,0.8384083333333334
1262,0.808525
1263,0.786175
1264,0.7738166666666668
1265,0.7616291666666668
1266,0.7591541666666668
1267,0.8199708333333334
1268,0.84525
1269,0.8368666666666666
1270,0.7840583333333332
1271,0.7244625
1272,0.6827708333333332
1273,0.6350291666666668
1274,0.5994583333333332
1275,0.5831
1276,0.5739375
1277,0.5701
1278,0.5863375
1279,0.6166916666666667
1280,0.6563541666666668
1281,0.72535
1282,0.758175
1283,0.7610125
1284,0.7442791666666668
1285,0.7379958333333332
1286,0.7222291666666668
1287,0.6926583333333333
1288,0.6686791666666668
1289,0.6597458333333333
1290,0.6639041666666667
1291,0.7271541666666668
1292,0.7583958333333332
1293,0.7627125
1294,0.7316458333333332
1295,0.68215
1296,0.6332125
1297,0.5857875
1298,0.5532583333333332
1299,0.5345666666666667
1300,0.5269291666666667
1301,0.5266625
1302,0.5384625
1303,0.5496833333333332
1304,0.5645708333333332
1305,0.6215958333333332
1306,0.6625291666666668
1307,0.6762708333333333
1308,0.6693166666666668
1309,0.6699833333333333
1310,0.6623125
1311,0.6371083333333332
1312,0.6168708333333333
1313,0.606275
1314,0.6180166666666668
1315,0.6952166666666668
1316,0.748925
1317,0.7543458333333332
1318,0.7271291666666668
1319,0.6713083333333332
1320,0.6190208333333332
1321,0.5776541666666668
1322,0.5528416666666668
1323,0.5444708333333332
1324,0.5477666666666667
1325,0.5667125
1326,0.6393333333333332
1327,0.752325
1328,0.8208958333333334
1329,0.8518708333333334
1330,0.8537958333333334
1331,0.8458
1332,0.8377333333333334
1333,0.8368666666666666
1334,0.809875
1335,0.7923541666666668
1336,0.7781916666666668
1337,0.770425
1338,0.76435
1339,0.8250083333333333
1340,0.8650708333333333
1341,0.8567666666666666
1342,0.7893
1343,0.7133625
1344,0.6653625
1345,0.6220833333333332
1346,0.5958458333333332
1347,0.5849416666666668
1348,0.5846875
1349,0.597525
1350,0.65915
1351,0.7689333333333332
1352,0.8224208333333334
1353,0.849125
1354,0.8457708333333334
1355,0.8386083333333334
1356,0.8328875
1357,0.8320416666666666
1358,0.8064166666666668
1359,0.7856208333333332
1360,0.7749833333333332
1361,0.7657708333333332
1362,0.7605
1363,0.8270208333333334
1364,0.8657666666666666
1365,0.8541625
1366,0.7868291666666668
1367,0.7138833333333332
1368,0.665425
1369,0.6227208333333332
1370,0.5954541666666668
1371,0.5887708333333332
1372,0.5868416666666668
1373,0.6026791666666668
1374,0.6661416666666667
1375,0.7680125
1376,0.8225666666666666
1377,0.8467583333333334
1378,0.8457916666666666
1379,0.83675
1380,0.8297041666666666
1381,0.82365
1382,0.7969791666666668
